Reactant,product,5p dft,5p catscore,accuracy,10p dft,10p catscore,accuracy,20p dft,20p catscore,accuracy,50p dft,50p catscore,accuracy,100p dft,100p catscore,accuracy,target dft,f_theta,accuracy,1layer,1layer catscore,accuracy,2layer,2layer catscore,accuracy,3layer,3layer catscore,accuracy,4layer,4layer catscore,accuracy,5layer,5layer catscore,accuracy,base dft,base catscore,accuracy,large dft,large catscore,accuracy
C/C=C(\C)C(=O)O,CC[C@H](C)C(=O)O,nofit,0.6549000376,1,nofit,0.8777209279,1,nofit,0.9703051249,1,nofit,0.9439865389,1,nofit,0.9499888694,1,nofit,0.9508779276,1,nofit,0.8720148513,1,nofit,0.8720153061,1,nofit,0.9439865389,1,nofit,0.9439865389,1,nofit,0.8720153061,1,nofit,0.9439865389,1,nofit,0.952066235,1
O=C(O)/C(=C/c1ccccc1)c1ccccc1,O=C(O)[C@H](Cc1ccccc1)c1ccccc1,nofit,0.6750978298,1,nofit,0.9107554738,1,nofit,0.9382638442,1,nofit,0.9382638442,1,nofit,0.9468341705,1,nofit,0.9389698188,1,nofit,0.9382637394,1,nofit,0.9382638442,1,nofit,0.9382638442,1,nofit,0.9382638442,1,nofit,0.6448711248,1,nofit,0.9382638442,1,nofit,0.9389698188,1
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,nofit,0.1037622171,0,nofit,0.1037622171,0,nofit,0.1390862688,0,nofit,0.1037622171,0,nofit,0.5430965917,1,nofit,0.2981737718,0,nofit,0.6647255601,1,nofit,0.4904498707,0,nofit,0.5677881874,1,nofit,0.5888440947,1,nofit,0.6854244768,1,nofit,0.9737191419,1,nofit,0.578171488,1
C=C(CC(=O)O)C(=O)O,C[C@@H](CC(=O)O)C(=O)O,nofit,0.9670993887,1,nofit,0.3309711799,0,nofit,0.9670993887,1,nofit,0.9670993887,1,nofit,0.9670993887,1,nofit,0.2005510935,0,nofit,0.9670995003,1,nofit,0.3309711799,0,nofit,0.3309711799,0,nofit,0.3309711799,0,nofit,0.200550185,0,nofit,0.200550185,0,nofit,0.9528570924,1
C/C=C(/C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,nofit,0.6139595161,1,nofit,0.665470887,1,nofit,0.1272448406,0,nofit,0.6446318393,1,nofit,0.8825060157,1,nofit,0.7783897948,1,nofit,0.914289797,1,nofit,0.1903564128,0,nofit,0.1903564128,0,nofit,0.8298008666,1,nofit,0.8298008666,1,nofit,0.9360529603,1,nofit,0.8024205542,1
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,nofit,0.1102020997,0,nofit,0.8483990183,1,nofit,0.02958891553,0,nofit,0.8446399401,1,nofit,0.9555786446,1,nofit,0.9119791792,1,nofit,0.9555786446,1,nofit,0.9483469837,1,nofit,0.9555786446,1,nofit,0.8687205401,1,nofit,0.8573561322,1,nofit,0.8687205401,1,nofit,0.03295747001,0
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,nofit,0.1520167593,0,nofit,0.6491947812,1,nofit,0.6491947812,1,nofit,0.1520167593,0,nofit,0.4746700693,0,nofit,0.9740989507,1,nofit,0.9733743165,1,nofit,0.5980045017,1,nofit,0.64995109,1,nofit,0.6491947812,1,nofit,0.6491947812,1,nofit,0.9733743165,1,nofit,0.4746700693,0
C=C(CC(C)C)c1ccccc1,CC(C)C[C@H](C)c1ccccc1,nofit,0.165674469,0,nofit,0.02162166459,0,nofit,0.9277675039,1,nofit,0.03948977373,0,nofit,0.9602208882,1,nofit,0.9602208882,1,nofit,0.9277675039,1,nofit,0.976691952,1,nofit,0.976691952,1,nofit,0.976691952,1,nofit,0.976691952,1,nofit,0.976691952,1,nofit,0.9484009993,1
COC(=O)/C=C(\NC(C)=O)c1ccccc1,COC(=O)C[C@@H](NC(C)=O)c1ccccc1,nofit,0.00039368137,0,0.9940052631,0.9651090816,1,0.9656040616,0.9007897542,1,nofit,0.00039368137,0,0.9972680071,0.794256876,1,nofit,0.8029571963,1,0.9907170542,0.9523466234,1,0.7727688974,0.9523466234,1,0.7727688974,0.7962098097,1,0.7727688974,0.6067582795,1,0.7727688974,0.7962098097,1,0.7727688974,0.9523466234,1,0.9728385033,0.8029574954,1
C=C(NC(C)=O)c1cccc(OC)c1,COc1cccc([C@@H](C)NC(C)=O)c1,nofit,0.1084567721,0,nofit,0.9429501262,1,nofit,0.1084567721,0,nofit,0.9604690495,1,nofit,0.1084567721,0,nofit,0.9737354126,1,nofit,0.863102787,1,nofit,0.9681711662,1,nofit,0.9681711662,1,nofit,0.863102967,1,nofit,0.5441471092,1,nofit,0.9681788449,1,nofit,0.9429501262,1
CC(C)(C)OC(=O)N1CCC/C(=C\c2ccc(Cl)c(Cl)c2)C1=O,CC(C)(C)OC(=O)N1CCC[C@H](Cc2ccc(Cl)c(Cl)c2)C1=O,not found,0.883441614,1,not found,0.9021975371,1,not found,0.9412137558,1,not found,0.962095346,1,not found,0.7502573471,1,not found,0.962095346,1,not found,0.962095346,1,not found,0.962095346,1,not found,0.962095346,1,not found,0.962095346,1,not found,0.962095346,1,not found,0.962095346,1,not found,0.962095346,1
COC(=O)/C(=C/c1ccc[nH]1)NC(C)=O,COC(=O)[C@H](Cc1ccc[nH]1)NC(C)=O,not found,0.02991468293,0,not found,0.04484832397,0,not found,0.0160588529,0,not found,0.02991468293,0,not found,0.02991468293,0,not found,0.9948496202,1,not found,0.9939331133,1,not found,0.9948496202,1,not found,0.0609761519,0,not found,0.00701002221,0,not found,0.9948496202,1,not found,0.1077890593,0,not found,0.9939331133,1
CC(=O)NC1=C(C)CCCC1,CC(=O)N[C@H]1CCCC[C@H]1C,nofit,0.714873142,1,nofit,0.793292845,1,nofit,0.714873142,1,nofit,0.714873142,1,nofit,0.8634053362,1,nofit,0.7932925495,1,nofit,0.8297394643,1,nofit,0.8578797595,1,nofit,0.6697481222,1,nofit,0.6697481222,1,nofit,0.877267071,1,nofit,0.8612839926,1,nofit,0.9090606182,1
CCOC(=O)/C=C(\C)CCc1ccccc1,CCOC(=O)C[C@@H](C)CCc1ccccc1,0.9441555734,0.9324242613,1,0.9327768797,0.3834635772,0,0.9744255375,0.1773089025,0,0.9744255375,0.7026293633,1,0.7311601826,0.8641611046,1,0.9500982726,0.2543915586,0,0.9455094769,0.940720616,1,0.5,0.4404406096,0,0.7751784011,0.4404406096,0,0.7751784011,0.8641611046,1,0.8231226614,0.8641611046,1,0.5,0.2175271188,0,0.8240744521,0.9790096539,1
C1=C(c2ccco2)Oc2ccccc2C1,c1coc([C@H]2CCc3ccccc3O2)c1,0.8001562846,0.8880546066,1,0.7600015873,0.872889034,1,0.8597362143,0.8880546066,1,0.5325156492,0.7916484324,1,0.7980809426,0.8294777332,1,0.7100898363,0.9436122931,1,0.7980809426,0.829477486,1,0.7354471045,0.8294777332,1,0.7354471045,0.7999686037,1,0.7377026838,0.8844156905,1,0.7377026838,0.8111558935,1,0.771124987,0.7999686037,1,0.7680072916,0.8294777332,1
C=C(CC)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,nofit,0.7560484001,1,nofit,0.891578214,1,nofit,0.2570286824,0,nofit,0.501109069,1,nofit,0.501109069,1,nofit,0.7259334224,1,nofit,0.1860014599,0,nofit,0.8919506858,1,nofit,0.501109069,1,nofit,0.501109069,1,nofit,0.501109069,1,nofit,0.501109069,1,nofit,0.7670789362,1
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccc(Br)cc1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccc(Br)cc2)cc1,not found,0.9734342197,1,not found,0.9851648116,1,not found,0.9525365899,1,not found,0.9269479717,1,not found,0.9674071645,1,not found,0.9915534063,1,not found,0.9269477576,1,not found,0.9878372214,1,not found,0.9915534063,1,not found,0.9217297969,1,not found,0.9915534063,1,not found,0.9878372214,1,not found,0.9915534063,1
C=C(NC(C)=O)c1ccc(Br)cc1,CC(=O)N[C@H](C)c1ccc(Br)cc1,0.9802339276,0.470436579,0,0.9867629447,0.990480702,1,0.9984344038,0.470436579,0,0.9802339276,0.470436579,0,0.986268953,0.9545595562,1,0.9989091796,0.9707451298,1,0.9802339276,0.470436579,0,0.9931813694,0.9964595254,1,0.9993427799,0.470436579,0,0.9926697974,0.9545595562,1,0.9993427799,0.9545595562,1,0.9931813694,0.470436579,0,0.9993427799,0.9915284031,1
COC(=O)/C(=C/C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,not found,0.9659639613,1,not found,0.9973816463,1,not found,0.9911532843,1,not found,0.9973816463,1,not found,0.9973816463,1,not found,0.9973816463,1,not found,0.9973816463,1,not found,0.9973816463,1,not found,0.9973816463,1,not found,0.9973816463,1,not found,0.9973816463,1,not found,0.9973816463,1,not found,0.9881881625,1
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,nofit,0.8897807662,1,nofit,0.1514240841,0,nofit,0.9703705616,1,nofit,0.85866319,1,nofit,0.9874264711,1,nofit,0.974886748,1,nofit,0.9703705616,1,nofit,0.9670201427,1,nofit,0.9670201427,1,nofit,0.9703705616,1,nofit,0.9703705616,1,nofit,0.9703705616,1,nofit,0.9670201427,1
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,nofit,0.9448047827,1,nofit,0.9829490322,1,nofit,0.9745550145,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9564621165,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9829490322,1
C=C(c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,nofit,0.3006475716,0,nofit,0.9362580363,1,nofit,0.8109250736,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8711508775,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1
COc1ccc(C2=CC(NC(C)=O)=CCC2)cc1,COc1ccc(C2=C[C@H](NC(C)=O)CCC2)cc1,not found,0.0009269754738,0,not found,0.0545121168,0,not found,0.0009269754738,0,not found,0.0009269754738,0,not found,0.006172376902,0,not found,0.006172388675,0,not found,0.006172376902,0,not found,0.006172376902,0,not found,0.006172376902,0,not found,0.006172376902,0,not found,0.006172376902,0,not found,0.001031330134,0,not found,0.0198663038,0
COc1cc(/C=C(\C)NC(C)=O)cc(OC)c1,COc1cc(C[C@@H](C)NC(C)=O)cc(OC)c1,0.9179135543,0.4088353152,0,0.3145830413,0.6046068854,1,0.9179135543,0.4088353152,0,0.416352378,0.7864216378,1,0.650576522,0.6352073818,1,0.6742326174,0.6947788813,1,0.5,0.7469535938,1,0.5050991793,0.6352073818,1,0.5050991793,0.5758617347,1,0.5050991793,0.6352073818,1,0.5050991793,0.6352073818,1,0.7188654876,0.7776386871,1,0.4422230984,0.951655333,1
COC(=O)/C=C(\NC(C)=O)c1ccccc1,COC(=O)C[C@@H](NC(C)=O)c1ccccc1,nofit,0.00039368137,0,0.9940052631,0.9651090816,1,nofit,0.9007897542,1,nofit,0.00039368137,0,0.9972680071,0.794256876,1,0.926648167,0.5654761976,1,0.9907170542,0.9523467299,1,0.9962019117,0.9523466234,1,0.9971161261,0.7962098097,1,0.9962019117,0.6067582795,1,0.9962019117,0.7962098097,1,0.5,0.9523466234,1,0.9960028456,0.8029574954,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,nofit,0.8082149431,1,nofit,0.9473156366,1,nofit,0.9067288152,1,nofit,0.6833325963,1,nofit,0.5829734672,1,nofit,0.9206028763,1,nofit,0.5532523136,1,nofit,0.5532523136,1,nofit,0.5532523136,1,nofit,0.08055339136,0,nofit,0.8797934593,1,nofit,0.1903294563,0,nofit,0.0821729568,0
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,nofit,0.8082149431,1,nofit,0.9473156366,1,nofit,0.9067288152,1,nofit,0.6833325963,1,nofit,0.5829734672,1,nofit,0.6523023827,1,nofit,0.5532523136,1,nofit,0.5532523136,1,nofit,0.5532523136,1,nofit,0.08055339136,0,nofit,0.8797934593,1,nofit,0.1903294563,0,nofit,0.0821729568,0
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@@H]2C,nofit,0.842614397,1,nofit,0.7892288807,1,nofit,0.8785114028,1,nofit,0.5385100202,1,nofit,0.8785114028,1,nofit,0.8549268247,1,nofit,0.8810012809,1,nofit,0.5958241245,1,nofit,0.9205688218,1,nofit,0.8785114028,1,nofit,0.8806384468,1,nofit,0.8785114028,1,nofit,0.9375399733,1
C=C(CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[C@H](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,nofit,0.7508969422,1,nofit,0.7508969422,1,nofit,0.8502464365,1,nofit,0.7508969422,1,nofit,0.9432321449,1,nofit,0.9432321449,1,nofit,0.9442579488,1,nofit,0.9711751515,1,nofit,0.9442580578,1,nofit,0.9418923982,1,nofit,0.9418923982,1,nofit,0.9165370709,1,nofit,0.9432321449,1
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,nofit,0.05713974557,0,nofit,0.0122822339,0,nofit,0.05713974557,0,nofit,0.9845276748,1,nofit,0.9853099828,1,nofit,0.9242077699,1,nofit,0.9052094792,1,nofit,0.9773478647,1,nofit,0.9383676396,1,nofit,0.9748050646,1,nofit,0.9891471714,1,nofit,0.04014037624,0,nofit,0.9052096748,1
O=c1[nH]c(-c2ccccc2)co1,O=C1N[C@H](c2ccccc2)CO1,nofit,0.6615984635,1,nofit,0.4747651417,0,nofit,0.6995058823,1,nofit,0.7366456324,1,nofit,0.7366456324,1,nofit,0.6847071005,1,nofit,0.7366444688,1,nofit,0.7366456324,1,nofit,0.7366456324,1,nofit,0.7366456324,1,nofit,0.7366456324,1,nofit,0.7366456324,1,nofit,0.7366456324,1
COC(=O)/C(=C/c1ccc(C)o1)NC=O,COC(=O)[C@@H](Cc1ccc(C)o1)NC=O,0.8738344712,0.9337081561,1,0.9616659042,0.9485078736,1,0.9849975084,0.9969008165,1,0.8738344712,0.9337081561,1,0.8738344712,0.9337081561,1,0.954104492,0.9723461674,1,0.954104492,0.9723462797,1,0.9667924309,0.9723462797,1,0.9667924309,0.9723462797,1,0.9667924309,0.9723462797,1,0.9667924309,0.9723462797,1,0.9667924309,0.9337081561,1,0.9667924309,0.9963818348,1
CCOC(=O)CC1=CCCCC1C(=O)OC,CCOC(=O)C[C@H]1CCCCC1C(=O)OC,0.8741735502,0.6997462049,1,0.1291206968,0.436251235,0,0.2724992569,0.9382940721,1,0.8741735502,0.6997462049,1,0.8828727653,0.8710896994,1,0.9064459241,0.8896135888,1,0.8828727653,0.8710896994,1,0.9024535879,0.8710896994,1,0.9024535879,0.8710896994,1,0.9024535879,0.8710896994,1,0.9024535879,0.8710896994,1,0.8741735502,0.8710896994,1,0.1291206968,0.8710896994,1
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,nofit,0.9448047827,1,nofit,0.9829490322,1,nofit,0.9745550145,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9843073717,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9829490322,1
CCCCCC1=CCc2[nH]ccc2C1,CCCCC[C@@H]1CCc2[nH]ccc2C1,not found,0.8276058103,1,not found,0.8863006468,1,not found,0.8267074348,1,not found,0.1662582962,0,not found,0.9653936457,1,not found,0.9653936457,1,not found,0.9653937572,1,not found,0.9653936457,1,not found,0.9653936457,1,not found,0.02028070947,0,not found,0.02028070947,0,not found,0.02329505129,0,not found,0.9653936457,1
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,nofit,0.05519187569,0,nofit,0.01704844501,0,nofit,0.02544402281,0,nofit,0.05519187569,0,nofit,0.9903885584,1,nofit,0.9815992736,1,nofit,0.9582974102,1,nofit,0.9582974102,1,nofit,0.9582974102,1,nofit,0.9656420395,1,nofit,0.9582974102,1,nofit,0.9582974102,1,nofit,0.9894652241,1
O=C1C=C(c2ccccc2)CCCN1,O=C1C[C@H](c2ccccc2)CCCN1,nofit,0.4399142768,0,nofit,0.4399142768,0,nofit,0.4163449285,0,nofit,0.4421274972,0,nofit,0.7080784477,1,nofit,0.8850381937,1,nofit,0.7080772659,1,nofit,0.7979971754,1,nofit,0.7979971754,1,nofit,0.7080784477,1,nofit,0.7080784477,1,nofit,0.7979971754,1,nofit,0.8850381937,1
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C)cc1,Cc1ccc([C@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,not found,0.008220097488,0,not found,0.001851098606,0,not found,0.8478419867,1,not found,0.002872855086,0,not found,0.002675364048,0,not found,0.9121884143,1,not found,0.002675374254,0,not found,0.002675364048,0,not found,0.9121887133,1,not found,0.002675364048,0,not found,0.002675364048,0,not found,0.002675364048,0,not found,0.002675364048,0
CC/C(=C\C(C)=O)c1ccccc1,CC[C@H](CC(C)=O)c1ccccc1,not found,0.02795941364,0,not found,0.02795941364,0,not found,0.3004063936,0,not found,0.3930513077,0,not found,0.1334482624,0,not found,0.2657610606,0,not found,0.1128629778,0,not found,0.1800064978,0,not found,0.1800064978,0,not found,0.1128627894,0,not found,0.2657606804,0,not found,0.1800064978,0,not found,0.1128627894,0
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,nofit,0.1102020997,0,nofit,0.8483990183,1,nofit,0.02958891553,0,nofit,0.8446399401,1,nofit,0.9555786446,1,nofit,0.8687207213,1,nofit,0.9555786446,1,nofit,0.9483469837,1,nofit,0.9555786446,1,nofit,0.8687205401,1,nofit,0.8573561322,1,nofit,0.8687205401,1,nofit,0.03295747001,0
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,nofit,0.8377905823,1,nofit,0.02497875312,0,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.1650197719,0,nofit,0.8377903326,1,nofit,0.8978514373,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8978514373,1,nofit,0.8377905823,1
C=C(CC(=O)OC)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,nofit,0.1826134268,0,nofit,0.6171878073,1,nofit,0.6171878073,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.6131626687,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.6171878073,1,nofit,0.9612119273,1
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,nofit,0.1303892013,0,nofit,0.1303892013,0,nofit,0.05618582456,0,nofit,0.1303892013,0,nofit,0.9273508277,1,nofit,0.9543484058,1,nofit,0.6203688413,1,nofit,0.5894265856,1,nofit,0.6203688413,1,nofit,0.6706660946,1,nofit,0.469458993,0,nofit,0.9273508277,1,nofit,0.5894265856,1
CC(=O)N/C(=C/S(C)(=O)=O)c1ccccc1,CC(=O)N[C@@H](CS(C)(=O)=O)c1ccccc1,0.6030875261,0.7992426554,1,0.5881311065,0.5311759912,1,0.7778540499,0.7043706252,1,0.7809873796,0.7043706252,1,0.5881311065,0.5311759912,1,0.6315265829,0.7318651729,1,0.5881311065,0.5311769411,1,0.583464555,0.5311759912,1,0.6359532952,0.5311759912,1,0.686525564,0.5311759912,1,0.5906344046,0.5311759912,1,0.5640417508,0.5311759912,1,0.583464555,0.5311759912,1
CC(=O)N/C(=C\[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[C@H](C[N+](=O)[O-])c1cccc(C)c1,nofit,0.6342579814,1,nofit,0.08873488164,0,nofit,0.3994299788,0,nofit,0.6342579814,1,nofit,0.9666900939,1,nofit,0.9764767389,1,nofit,0.8569508198,1,nofit,0.9250345007,1,nofit,0.9795563383,1,nofit,0.9774121979,1,nofit,0.9666900939,1,nofit,0.9666900939,1,nofit,0.9764767389,1
O=C1C=C(c2ccccc2F)C(=O)O1,O=C1C[C@H](c2ccccc2F)C(=O)O1,not found,0.6958092724,1,not found,0.800306489,1,not found,0.9742614928,1,not found,0.8916452023,1,not found,0.7683505658,1,not found,0.9742614928,1,not found,0.740343442,1,not found,0.6974920368,1,not found,0.7403426697,1,not found,0.6229823834,1,not found,0.7683505658,1,not found,0.6974920368,1,not found,0.9742614928,1
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,nofit,0.8479412565,1,nofit,0.3507932752,0,nofit,0.3507932752,0,nofit,0.8479412565,1,nofit,0.8479412565,1,nofit,0.9862202519,1,nofit,0.8479415218,1,nofit,0.9969364373,1,nofit,0.9862202519,1,nofit,0.8479412565,1,nofit,0.9862202519,1,nofit,0.9862202519,1,nofit,0.9957538709,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,nofit,0.8082149431,1,nofit,0.9473156366,1,nofit,0.9067288152,1,nofit,0.6833325963,1,nofit,0.5829734672,1,nofit,0.8761942958,1,nofit,0.5532518519,1,nofit,0.5532523136,1,nofit,0.5532523136,1,nofit,0.08055339136,0,nofit,0.8797934593,1,nofit,0.1903294563,0,nofit,0.0821729568,0
COC(=O)/C=C(\C#N)c1ccccc1,COC(=O)C[C@@H](C#N)c1ccccc1,0.4436788346,0.5279115076,1,0.4436788346,0.5279115076,1,0.7649606337,0.4588079325,0,0.6880028727,0.4472121494,0,0.2961738863,0.5183395766,1,0.1481714907,0.3844768266,0,0.6861374513,0.4440863886,0,0.952371266,0.4682288148,0,0.952371266,0.4682288148,0,0.7742920097,0.4440858857,0,0.8619242595,0.4682288148,0,0.8608422646,0.4440858857,0,0.3590562388,0.967266148,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,nofit,0.8377905823,1,nofit,0.02497875312,0,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8978520193,1,nofit,0.8377903326,1,nofit,0.8978514373,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8978514373,1,nofit,0.8377905823,1
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,nofit,0.05713974557,0,nofit,0.0122822339,0,nofit,0.05713974557,0,nofit,0.9845276748,1,nofit,0.9853099828,1,nofit,0.984955392,1,nofit,0.9052094792,1,nofit,0.9773478647,1,nofit,0.9383676396,1,nofit,0.9748050646,1,nofit,0.9891471714,1,nofit,0.04014037624,0,nofit,0.9052096748,1
CCOC(=O)C1=C(NC(C)=O)CCC1,CCOC(=O)[C@H]1CCC[C@H]1NC(C)=O,0.9998916869,0.7817570065,1,0.9999995182,0.9760512182,1,0.9998916869,0.4064312958,0,0.9934126787,0.9731071874,1,0.9934126787,0.9731071874,1,0.9882858125,0.9712308978,1,0.9934126787,0.9731071874,1,0.9999999989,0.9731071874,1,0.9999997312,0.9731071874,1,0.9999999786,0.9717183244,1,0.999999899,0.9712251722,1,0.999999877,0.9731071874,1,0.9999999702,0.9731071874,1
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,nofit,0.5683436842,1,nofit,0.9252171372,1,nofit,0.8318253057,1,nofit,0.08416783433,0,nofit,0.9366456706,1,nofit,0.4950239765,0,nofit,0.8318253057,1,nofit,0.9842466252,1,nofit,0.9842466252,1,nofit,0.8318253057,1,nofit,0.8318253057,1,nofit,0.8318253057,1,nofit,0.9252171372,1
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,nofit,0.1520167593,0,nofit,0.6491947812,1,nofit,0.6491947812,1,nofit,0.1520167593,0,nofit,0.4746700693,0,nofit,0.9481928396,1,nofit,0.9733742041,1,nofit,0.5980045017,1,nofit,0.64995109,1,nofit,0.6491947812,1,nofit,0.6491947812,1,nofit,0.9733743165,1,nofit,0.4746700693,0
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,nofit,0.9445721117,1,nofit,0.9407248389,1,nofit,0.0944788263,0,nofit,0.80301755,1,nofit,0.8086881561,1,nofit,0.5470487145,1,nofit,0.8086887827,1,nofit,0.8086881561,1,nofit,0.8086881561,1,nofit,0.8086881561,1,nofit,0.8086881561,1,nofit,0.8086881561,1,nofit,0.8086881561,1
C=C(NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C@H](C)c1ccc(Cl)cc1,nofit,0.1127526257,0,nofit,0.9655219045,1,nofit,0.1127526257,0,nofit,0.1127526257,0,nofit,0.2492869839,0,nofit,0.9498608163,1,nofit,0.9749944876,1,nofit,0.964690466,1,nofit,0.1127526257,0,nofit,0.9923708165,1,nofit,0.2492869839,0,nofit,0.964690466,1,nofit,0.9848038785,1
COC(=O)/C(=C/c1cccc(Br)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(Br)c1)NC(C)=O,nofit,0.9865677472,1,nofit,0.9906900988,1,nofit,0.9964187056,1,nofit,0.9865677472,1,nofit,0.99600475,1,nofit,0.9910400386,1,nofit,0.9865829427,1,nofit,0.99600475,1,nofit,0.99600475,1,nofit,0.9865829427,1,nofit,0.9865829427,1,nofit,0.99600475,1,nofit,0.99600475,1
OCC1=Cc2ccccc2OC1,OC[C@@H]1COc2ccccc2C1,0.7151290076,0.7607588394,1,0.756684986,0.8996988788,1,0.5398839447,0.7607588394,1,0.9947461855,0.73444245,1,0.9476242781,0.92989315,1,0.8293084899,0.9414415803,1,0.9476242781,0.9298929422,1,0.621918607,0.92989315,1,0.621918607,0.92989315,1,0.6290581284,0.7558831235,1,0.6290581284,0.92989315,1,0.621918607,0.92989315,1,0.621918607,0.7164775781,1
COC(=O)/C(NC(C)=O)=C(/c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,nofit,0.9314370037,1,nofit,0.9681723492,1,nofit,0.8965223124,1,nofit,0.9693885944,1,0.5,0.9542783527,1,nofit,0.9591717077,1,nofit,0.9693884825,1,nofit,0.9693885944,1,nofit,0.9693885944,1,nofit,0.9693885944,1,nofit,0.9693885944,1,nofit,0.959012453,1,nofit,0.9693885944,1
COC(=O)/C(=C/c1cccc(F)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(F)c1)NC(C)=O,nofit,0.01033981293,0,nofit,0.002149887623,0,nofit,0.002201662172,0,nofit,0.01033981293,0,nofit,0.7349278693,1,nofit,0.9978890956,1,nofit,0.9979058341,1,nofit,0.9851012663,1,nofit,0.7349278693,1,nofit,0.9979058341,1,nofit,0.9979058341,1,nofit,0.9851012663,1,nofit,0.9978890956,1
