Reactant,product,5p dft,5p catscore,accuracy,10p dft,10p catscore,accuracy,20p dft,20p catscore,accuracy,50p dft,50p catscore,accuracy,100p dft,100p catscore,accuracy,target dft,f_theta,accuracy,1layer,1layer catscore,accuracy,2layer,2layer catscore,accuracy,3layer,3layer catscore,accuracy,4layer,4layer catscore,accuracy,5layer,5layer catscore,accuracy,base dft,base catscore,accuracy,large dft,large catscore,accuracy
C/C=C(\C)c1ccccc1,CC[C@@H](C)c1ccccc1,0.979231062,0.7635750288,1,0.9916626745,0.971213929,1,0.979231062,0.9654645796,1,0.993863585,0.6798065214,1,0.9870161477,0.984448762,1,0.5,0.9731566061,1,0.9860164719,0.9934150167,1,0.9912984737,0.984448762,1,0.9912984737,0.9934150167,1,0.9912984737,0.9934150167,1,0.9912984737,0.984448762,1,0.9912984737,0.984448762,1,0.9912984737,0.9674958562,1
C=C(CC(=O)OC)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,nofit,0.1826134268,0,nofit,0.6171878073,1,nofit,0.6171878073,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.8099537014,1,nofit,0.6131631073,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.6131617733,1,nofit,0.6171878073,1,nofit,0.9612119273,1
C/C(=C\c1ccccc1[N+](=O)[O-])C(=O)O,C[C@@H](Cc1ccccc1[N+](=O)[O-])C(=O)O,nofit,0.9458549462,1,nofit,0.9829817891,1,nofit,0.9812246936,1,nofit,0.9696478052,1,0.5,0.9355503924,1,nofit,0.9341167689,1,nofit,0.0669135807,0,nofit,0.9716291333,1,nofit,0.9716291333,1,nofit,0.9617489241,1,nofit,0.0665109198,0,nofit,0.0665109198,0,nofit,0.9546090465,1
O=C(C1=C(c2cc(OCc3ccccc3)ccc2OCc2ccccc2)CCC1)c1ccc(OCc2ccccc2)cc1,O=C(c1ccc(OCc2ccccc2)cc1)[C@@H]1CCC[C@H]1c1cc(OCc2ccccc2)ccc1OCc1ccccc1,nofit,0.6786986865,1,nofit,0.7200109945,1,nofit,0.7389198781,1,nofit,0.6873191434,1,nofit,0.6957188868,1,nofit,0.6957188868,1,nofit,0.6957188868,1,0.5,0.6957188868,1,0.5,0.6957188868,1,nofit,0.6976645893,1,nofit,0.6957188868,1,nofit,0.6957188868,1,nofit,0.6957188868,1
O=C(O)C1C=CCO1,O=C(O)[C@@H]1CCCO1,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0,not found,0,0
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,nofit,0.9448047827,1,nofit,0.9829490322,1,nofit,0.9745550145,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448046771,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9448047827,1,nofit,0.9829490322,1
COC(=O)/C(=C/c1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,nofit,0.9523453037,1,nofit,0.9960046294,1,nofit,0.9962935048,1,nofit,0.9523453037,1,nofit,0.9883737785,1,nofit,0.9661448746,1,nofit,0.9896476725,1,nofit,0.9896476725,1,nofit,0.9896476725,1,nofit,0.9896476725,1,nofit,0.9661448746,1,nofit,0.9661448746,1,nofit,0.9960046294,1
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,nofit,0.05519187569,0,nofit,0.01704844501,0,nofit,0.02544402281,0,nofit,0.05519187569,0,nofit,0.9903885584,1,nofit,0.772361734,1,nofit,0.9582975209,1,nofit,0.9582974102,1,nofit,0.9582974102,1,nofit,0.9656420395,1,nofit,0.9582974102,1,nofit,0.9582974102,1,nofit,0.9894652241,1
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,nofit,0.9428537971,1,nofit,0.98771777,1,nofit,0.9428537971,1,nofit,0.9831266771,1,nofit,0.7652030415,1,nofit,0.176715571,0,nofit,0.9428537971,1,nofit,0.8787450661,1,nofit,0.9428537971,1,nofit,0.9428537971,1,nofit,0.9831266771,1,nofit,0.9428537971,1,nofit,0.98771777,1
C=C(C[Si](C)(C)C)c1ccccc1,C[C@@H](C[Si](C)(C)C)c1ccccc1,0.9982476044,0.07052057975,0,0.9776843091,0.3190518737,0,0.1843572857,0.9198240411,1,0.1843572857,0.4725061952,0,0.965,0.8287426283,1,0.965,0.8287426283,1,0.965,0.8287423814,1,0.9992502385,0.3254417767,0,0.1843572857,0.8287426283,1,0.1843572857,0.8804275535,1,0.9976570053,0.05655572796,0,0.1843572857,0.5252853345,1,0.9989890572,0.8287426283,1
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,0.2920352594,0.9512936822,1,0.006501124542,0.9735893608,1,0.9999999986,0.9620261003,1,0.9851700101,0.972031595,1,0.9851700101,0.972031595,1,0.9851700101,0.9720317073,1,0.9851700101,0.9720317073,1,1,0.972031595,1,1,0.972031595,1,1,0.972031595,1,1,0.972031595,1,0,0.972,1,1,0.972031595,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,nofit,0.1621794079,0,nofit,0.9750201018,1,nofit,0.1621794079,0,nofit,0.1621794079,0,nofit,0.911822213,1,nofit,0.969000688,1,nofit,0.91182241,1,nofit,0.911822213,1,nofit,0.911822213,1,nofit,0.911822213,1,nofit,0.911822213,1,nofit,0.911822213,1,nofit,0.8149841165,1
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,nofit,0.5683436842,1,nofit,0.9252171372,1,nofit,0.8318253057,1,nofit,0.08416783433,0,nofit,0.9366456706,1,nofit,0.5710725174,1,nofit,0.8318250578,1,nofit,0.9842466252,1,nofit,0.9842466252,1,nofit,0.8318253057,1,nofit,0.8318253057,1,nofit,0.8318253057,1,nofit,0.9252171372,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,nofit,0.8377905823,1,nofit,0.02497875312,0,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8963174922,1,nofit,0.8377903326,1,nofit,0.8978514373,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8377905823,1,nofit,0.8978514373,1,nofit,0.8377905823,1
C=C(CC(=O)C(C)(C)C)C(=O)O,C[C@H](CC(=O)C(C)(C)C)C(=O)O,not found,0.03186899477,0,not found,0.7492206544,1,not found,0.03186899477,0,not found,0.9845944668,1,not found,0.01710958942,0,not found,0.9880111627,1,not found,0.0254257091,0,not found,0.01710958942,0,not found,0.9628299658,1,not found,0.01710958942,0,not found,0.01636927735,0,not found,0.01710958942,0,not found,0.01710958942,0
CCOC(=O)C(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.5214661796,0,0,0.6476053971,0.0000516,0,0.5214661796,0.08038120695,0,0.5214661796,0,0,0.6339207507,0.0000176,0,0.6359676291,0.598484282,1,0.6629148841,0.5984738657,1,0.6108684828,0.6836288883,1,0.5440373519,0.6836288883,1,0.6108684828,0.5984847457,1,0.5500073503,0.5975664567,1,0.6108684828,0.000000000305,0,0.6108684828,0.6836288883,1
C=C(CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,not found,0.02099652036,0,not found,0.9773133641,1,not found,0.9799674956,1,not found,0.02099652036,0,not found,0.01168260726,0,not found,0.9913436258,1,not found,0.02259773615,0,not found,0.01168260726,0,not found,0.9913436258,1,not found,0.01168260726,0,not found,0.9913436258,1,not found,0.02259773615,0,not found,0.9913436258,1
COC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(C)=O,nofit,0.9739986286,1,nofit,0.9971904039,1,nofit,0.963654983,1,nofit,0.9739986286,1,nofit,0.9918848217,1,nofit,0.9891213961,1,nofit,0.4831467056,0,nofit,0.9816496996,1,nofit,0.9918848217,1,nofit,0.9739986286,1,nofit,0.9739986286,1,nofit,0.9918848217,1,nofit,0.9950030453,1
C/C=C(\Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,nofit,0.6861483712,1,nofit,0.91724858,1,nofit,0.9632026476,1,nofit,0.861318992,1,nofit,0.861318992,1,nofit,0.9574854975,1,nofit,0.8153818392,1,nofit,0.8153818392,1,nofit,0.8153818392,1,nofit,0.8153818392,1,nofit,0.8153818392,1,nofit,0.8153818392,1,nofit,0.8153818392,1
CCOC(=O)/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,nofit,0.6453962192,1,0.5000197078,0.7121395331,1,nofit,0.7793953154,1,nofit,0.7793953154,1,nofit,0.7793953154,1,nofit,0.7793949437,1,nofit,0.7793956057,1,nofit,0.7793953154,1,nofit,0.7793953154,1,nofit,0.7793953154,1,nofit,0.7793953154,1,nofit,0.7793953154,1,nofit,0.7793953154,1
CCOC(=O)/C=C(\NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,nofit,0.06525873385,0,nofit,0.9699099884,1,nofit,0.0893199472,0,nofit,0.08182250793,0,nofit,0.9900252855,1,nofit,0.9900254026,1,nofit,0.9900254026,1,nofit,0.9900252855,1,nofit,0.9900252855,1,nofit,0.4638205172,0,nofit,0.9900252855,1,nofit,0.9900252855,1,nofit,0.9800738598,1
CC(=O)N/C(=C\C(C)C)c1ccccc1,CC(=O)N[C@H](CC(C)C)c1ccccc1,nofit,0.6645056222,1,nofit,0.9899609038,1,nofit,0.6645056222,1,nofit,0.6645056222,1,nofit,0.9821618472,1,nofit,0.9899607868,1,nofit,0.9899607868,1,nofit,0.9899609038,1,nofit,0.9403108415,1,nofit,0.9821618472,1,nofit,0.9899609038,1,nofit,0.8475354317,1,nofit,0.9736250085,1
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@H]2C,nofit,0.1573837912,0,nofit,0.2107706585,0,nofit,0.1214873998,0,nofit,0.4614870145,0,nofit,0.8221136786,1,nofit,0.5630893396,1,nofit,0.5832202296,1,nofit,0.4805578339,0,nofit,0.5945097868,1,nofit,0.9731912536,1,nofit,0.4805578339,0,nofit,0.4877612454,0,nofit,0.05636466044,0
C=C1C(=O)NCCc2cc(OC)c(OC)cc21,COc1cc2c(cc1OC)[C@@H](C)C(=O)NCC2,0.2920895844,0.5500598804,1,0.8980129756,0.7033989102,1,0.8943462358,0.6945113282,1,0.2920895844,0.5500598804,1,0.7523665039,0.8773887303,1,0.6311609785,0.4158659559,0,0.7523665039,0.8773889133,1,0.8864125671,0.7692507341,1,0.5852391885,0.5995980118,1,0.8600183828,0.8773887303,1,0.8864125671,0.7699615681,1,0.9011710462,0.5995980118,1,0.9079291564,0.7328408306,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,nofit,0.1917706478,0,nofit,0.05263977602,0,nofit,0.9219235266,1,nofit,0.3166334175,0,nofit,0.9194192007,1,nofit,0.08809240375,0,nofit,0.9226770605,1,0.5,0.9219235266,1,nofit,0.9219235266,1,nofit,0.8121631254,1,nofit,0.9226771636,1,nofit,0.9226771636,1,nofit,0.9194192007,1
C=C(CC)c1ccc(C(F)(F)F)cc1,CC[C@@H](C)c1ccc(C(F)(F)F)cc1,0.9991807881,0.1448851103,0,0.9995765698,0.6621962425,1,0.9796698163,0.1026160367,0,0.97,0.5935607308,1,0.980172576,0.05582645906,0,0.9999507067,0.7088008762,1,0.9999507067,0.7088000946,1,0.9796698163,0.5935607308,1,0.9796698163,0.5935607308,1,0.9784572271,0.7088008762,1,0.9687100939,0.5935607308,1,0.9687100939,0.8760889507,1,0.98,0.1697535334,0
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,nofit,0.05519187569,0,nofit,0.01704844501,0,nofit,0.02544402281,0,nofit,0.05519187569,0,nofit,0.9903885584,1,nofit,0.965642151,1,nofit,0.9582974102,1,nofit,0.9582974102,1,nofit,0.9582974102,1,nofit,0.9656420395,1,nofit,0.9582974102,1,nofit,0.9582974102,1,nofit,0.9894652241,1
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,0.3994213284,0.8696024476,1,0.3994213284,0.8696024476,1,0.7708307971,0.9438117578,1,0.3994213284,0.8696024476,1,0.9999801854,0.9438117578,1,0.8575951274,0.8141579278,1,0.9999801854,0.9438115433,1,0.9790903569,0.07264682063,0,0.9790903569,0.4155062213,0,0.8070037465,0.9438117578,1,0.9790903569,0.8141585586,1,0.9790903569,0.07264682063,0,0.9902212487,0.8141585586,1
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,nofit,0.1102020997,0,nofit,0.8483990183,1,nofit,0.02958891553,0,nofit,0.8446399401,1,nofit,0.9555786446,1,nofit,0.6379916533,1,nofit,0.9555785342,1,nofit,0.9483469837,1,nofit,0.9555786446,1,nofit,0.8687205401,1,nofit,0.8573561322,1,nofit,0.8687205401,1,nofit,0.03295747001,0
CC(C)(C)OC(=O)N1CCCC/C(=C\c2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@H](Cc2ccccc2)C1=O,not found,0.09190166933,0,not found,0.01772849927,0,not found,0.03902452117,0,not found,0.04028753852,0,not found,0.0271180396,0,not found,0.04028760576,0,not found,0.0402876826,0,not found,0.04028753852,0,not found,0.04028753852,0,not found,0.04602426239,0,not found,0.04028753852,0,not found,0.04028753852,0,not found,0.04028753852,0
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,nofit,0.48622186,0,nofit,0.5018656992,1,nofit,0.4525524967,0,nofit,0.6685463094,1,nofit,0.9615068294,1,nofit,0.6152349616,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,nofit,0.5683436842,1,nofit,0.9252171372,1,nofit,0.8318253057,1,nofit,0.08416783433,0,nofit,0.9366456706,1,nofit,0.9252171372,1,nofit,0.8318250578,1,nofit,0.9842466252,1,nofit,0.9842466252,1,nofit,0.8318253057,1,nofit,0.8318253057,1,nofit,0.8318253057,1,nofit,0.9252171372,1
O=C1CCC/C1=C\c1ccccc1,O=C1CCC[C@H]1Cc1ccccc1,nofit,0.9654185797,1,nofit,0.9540276824,1,nofit,0.9471807598,1,nofit,0.9309164254,1,nofit,0.9654185797,1,nofit,0.9654185797,1,nofit,0.9654185797,1,nofit,0.9654185797,1,nofit,0.9654185797,1,nofit,0.9654185797,1,nofit,0.9654185797,1,nofit,0.9654185797,1,nofit,0.9654185797,1
COc1ccc2c(c1)C=C(NC(C)=O)CC2,COc1ccc2c(c1)C[C@@H](NC(C)=O)CC2,nofit,0.7352489214,1,nofit,0.4079870279,0,nofit,0.7352489214,1,nofit,0.9231840551,1,nofit,0.9597257698,1,nofit,0.9597259879,1,nofit,0.9597257698,1,nofit,0.9597257698,1,nofit,0.9597257698,1,nofit,0.9597257698,1,nofit,0.9597257698,1,nofit,0.9597257698,1,nofit,0.9597257698,1
COC(=O)/C(C)=C/[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@H](C)C[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,not found,0.002573598854,0,not found,0.000112,0,not found,0.01859391358,0,not found,0.02520617067,0,not found,0.0009760997238,0,not found,0.000976097862,0,not found,0.0009760960002,0,not found,0.003294982433,0,not found,0.0005957509842,0,not found,0.0009760997238,0,not found,0.0009760997238,0,not found,0.02276782766,0,not found,0.0009760997238,0
O=C1C=C(c2ccccc2)C(=O)N1,O=C1C[C@@H](c2ccccc2)C(=O)N1,0.5133622596,0.3984882985,0,0.5760918768,0.6167378058,1,0.5624594887,0.06282473186,0,0.605,0.590621459,1,0.565,0.5816610927,1,0.6166577116,0.6146531053,1,0.605,0.5906218463,1,0.5766040999,0.5816610927,1,0.5906576922,0.3268231885,0,0.6040617535,0.5816610927,1,0.6040617535,0.590621459,1,0.5520699274,0.1245655824,0,0.6040617535,0.5816610927,1
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,nofit,0.7757678327,1,nofit,0.7757678327,1,nofit,0.8595722238,1,nofit,0.7757678327,1,nofit,0.7757678327,1,nofit,0.6615278995,1,nofit,0.7313288338,1,nofit,0.6693938253,1,nofit,0.9168159373,1,nofit,0.7757678327,1,nofit,0.8583133927,1,nofit,0.8033209427,1,nofit,0.4218149515,0
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,nofit,0.5429302946,1,nofit,0.7023015615,1,nofit,0.5429302946,1,nofit,0.4098784207,0,nofit,0.958348533,1,nofit,0.958348533,1,nofit,0.5429302946,1,nofit,0.9684923365,1,nofit,0.958348533,1,nofit,0.958348533,1,nofit,0.958348533,1,nofit,0.958348533,1,nofit,0.958348533,1
C=C(C(=O)O)c1ccc(OC)cc1,COc1ccc([C@@H](C)C(=O)O)cc1,nofit,0.3237233358,0,nofit,0.05448688305,0,nofit,0.02401507491,0,nofit,0.9898020477,1,nofit,0.9898020477,1,nofit,0.9898020477,1,nofit,0.009265804251,0,nofit,0.9898020477,1,nofit,0.9898020477,1,nofit,0.9898020477,1,nofit,0.9898020477,1,nofit,0.9898020477,1,nofit,0.0110836467,0
O=C(O)/C=C(\c1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(O)C[C@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,nofit,0.5135559691,1,nofit,0.9484571308,1,nofit,0.9068803843,1,nofit,0.931808854,1,nofit,0.8717933441,1,nofit,0.9703315358,1,nofit,0.9703313117,1,nofit,0.9703314238,1,nofit,0.9703314238,1,nofit,0.9703314238,1,nofit,0.9703314238,1,nofit,0.9237468956,1,nofit,0.9703314238,1
C=C(c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,nofit,0.3006475716,0,nofit,0.9362580363,1,nofit,0.8109250736,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8130011004,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1,nofit,0.8881934652,1
C=C(CC(=O)O)C(=O)OC,COC(=O)[C@H](C)CC(=O)O,nofit,0.6919569509,1,nofit,0.703374929,1,nofit,0.703374929,1,nofit,0.7583476746,1,nofit,0.703374929,1,nofit,0.703374929,1,nofit,0.7033757046,1,nofit,0.703374929,1,nofit,0.7422967325,1,nofit,0.703374929,1,nofit,0.703374929,1,nofit,0.703374929,1,nofit,0.838259702,1
C=C(NC(C)=O)c1ccc(C)cc1,CC(=O)N[C@H](C)c1ccc(C)cc1,0.982965351,0.3592483009,0,0.9661318181,0.9937937672,1,0.9989041061,0.3592483009,0,0.982965351,0.3592483009,0,0.9806475184,0.957193576,1,0.9880505035,0.9961802422,1,0.9806475184,0.957193576,1,0.9989041061,0.9961802422,1,0.9990225285,0.957193576,1,0.9989041061,0.957193576,1,0.9989041061,0.9544814765,1,0.9989041061,0.9686738388,1,0.998673772,0.9684667422,1
C=C(NC(C)=O)C(C)(C)C,CC(=O)N[C@@H](C)C(C)(C)C,nofit,0.6842503044,1,nofit,0.6842503044,1,nofit,0.6842503044,1,nofit,0.6842503044,1,nofit,0.6842503044,1,0.5957133045,0.7426827319,1,nofit,0.6842515484,1,0.5957133045,0.6982013963,1,0.8165217443,0.6842503044,1,0.8165217443,0.6842503044,1,0.9899765689,0.6842503044,1,0.7204220357,0.6842503044,1,0.9232251578,0.6982013963,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,nofit,0.8082149431,1,nofit,0.9473156366,1,nofit,0.9067288152,1,nofit,0.6833325963,1,nofit,0.5829734672,1,nofit,0.8093126194,1,nofit,0.5532532699,1,nofit,0.5532523136,1,nofit,0.5532523136,1,nofit,0.08055339136,0,nofit,0.8797934593,1,nofit,0.1903294563,0,nofit,0.0821729568,0
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,nofit,0.1621794079,0,nofit,0.9750201018,1,nofit,0.1621794079,0,nofit,0.1621794079,0,nofit,0.911822213,1,nofit,0.2989646305,0,nofit,0.911822607,1,nofit,0.911822213,1,nofit,0.911822213,1,nofit,0.911822213,1,nofit,0.911822213,1,nofit,0.911822213,1,nofit,0.8149841165,1
CCOC(=O)/C(C)=C/c1ccccc1,CCOC(=O)[C@H](C)Cc1ccccc1,nofit,0.1724302363,0,nofit,0.4885158907,0,nofit,0.6349279322,1,nofit,0.1749702383,0,nofit,0.9547279162,1,nofit,0.8710824694,1,nofit,0.5513433457,1,nofit,0.9547279162,1,nofit,0.9668893221,1,nofit,0.9668893221,1,nofit,0.6724035681,1,nofit,0.9547279162,1,nofit,0.9668893221,1
C=C(OC(C)=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(=O)O[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,not found,0.8178321744,1,not found,0.990584399,1,not found,0.976061672,1,not found,0.9841863829,1,not found,0.990584399,1,not found,0.968953776,1,not found,0.9872873628,1,not found,0.990584399,1,not found,0.6754575413,1,not found,0.990584399,1,not found,0.990584399,1,not found,0.990584399,1,not found,0.990584399,1
C/C(=C\c1ccccc1)C(=O)O,C[C@H](Cc1ccccc1)C(=O)O,nofit,0.1326209981,0,0.5004739309,0.03748738613,0,nofit,0.2676787018,0,nofit,0.9552498782,1,nofit,0.9552498782,1,nofit,0.8528698642,1,nofit,0.9552496611,1,nofit,0.9552498782,1,nofit,0.9552498782,1,nofit,0.9552498782,1,nofit,0.9552498782,1,nofit,0.9552498782,1,nofit,0.9552498782,1
C=C1c2ccccc2CCN1C,C[C@@H]1c2ccccc2CCN1C,nofit,0.6366768483,1,nofit,0.7877995324,1,nofit,0.7333363592,1,nofit,0.5767891266,1,nofit,0.8278982481,1,nofit,0.7410202761,1,nofit,0.8278982481,1,nofit,0.5341066003,1,nofit,0.5341066003,1,nofit,0.8278982481,1,nofit,0.8278982481,1,nofit,0.5341066003,1,nofit,0.8278982481,1
C=C(C(=O)O)c1ccc(F)cc1,C[C@H](C(=O)O)c1ccc(F)cc1,0.9944604428,0.3952689262,0,0.9869278597,0.03085221848,0,0.9930252473,0.9893345238,1,0.9901562379,0.004949921977,0,0.98,0.9875310274,1,0.995,0.9893346408,1,0.98,0.9875309115,1,0.9930630609,0.9875310274,1,0.9930630609,0.9875310274,1,0.994947571,0.9875310274,1,0.994947571,0.9875310274,1,0.9930630609,0.9875310274,1,0.994947571,0.9893345238,1
COCCCOc1cc(/C=C(/C(=O)OC(C)(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)OC(C)(C)C)C(C)C)ccc1OC,nofit,0.6971821733,1,0.5009181036,0.8964880534,1,nofit,0.9138584137,1,nofit,0.8555995004,1,nofit,0.9603589492,1,nofit,0.8305727888,0,nofit,0.9266729,1,nofit,0.9266735145,1,nofit,0.8669426003,1,nofit,0.8669426003,1,nofit,0.9266735145,1,nofit,0.8842369972,1,nofit,0.8010980415,1
Cc1cccc(C2=Cc3ccccc3S2(=O)=O)c1,Cc1cccc([C@H]2Cc3ccccc3S2(=O)=O)c1,not found,0.02382579082,0,not found,0.02382579082,0,not found,0.3173004052,0,not found,0.03716174296,0,not found,0.8067595768,1,not found,0.994255223,1,not found,0.994085436,1,not found,0.8067595768,1,not found,0.8067595768,1,not found,0.8067595768,1,not found,0.8067595768,1,not found,0.8067595768,1,not found,0.994255223,1
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,nofit,0.48622186,0,nofit,0.5018656992,1,nofit,0.4525524967,0,nofit,0.6685463094,1,nofit,0.9615068294,1,nofit,0.6464472287,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1,nofit,0.9615068294,1
C/C=C(/C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,nofit,0.386035833,0,nofit,0.3345214524,0,nofit,0.8727492193,1,nofit,0.3553570551,0,nofit,0.8574676576,1,nofit,0.9409607931,1,nofit,0.8333133481,1,nofit,0.8587226252,1,nofit,0.8587226252,1,nofit,0.8574676576,1,nofit,0.8733634653,1,nofit,0.8727492193,1,nofit,0.8574676576,1
CCOC(=O)C1=CN(C(C)=O)CCC1,CCOC(=O)[C@@H]1CCCN(C(C)=O)C1,nofit,0.6040758557,1,nofit,0.6040758557,1,nofit,0.7934391314,1,nofit,0.6040758557,1,nofit,0.7559415609,1,nofit,0.755941223,1,nofit,0.7559415609,1,nofit,0.7559415609,1,nofit,0.7559415609,1,nofit,0.7559415609,1,nofit,0.7559415609,1,nofit,0.7559415609,1,nofit,0.7559415609,1
CC1=CCCO1,C[C@H]1CCCO1,not found,0.05841337229,0,not found,0.02638495371,0,not found,0.05841337229,0,not found,0.05234072672,0,not found,0.1109272793,0,not found,0.1109267239,0,not found,0.952765778,1,not found,0.1109272793,0,not found,0.07272894816,0,not found,0.1109272793,0,not found,0.09068877202,0,not found,0.2507492174,0,not found,0.0294790198,0
CC(C)(C)OC(=O)C(=O)N/C(=C\C1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,nofit,0.769797563,1,nofit,0.9458430119,1,nofit,0.4121199819,0,nofit,0.9347640235,1,nofit,0.9497406385,1,nofit,0.8042664192,1,nofit,0.889202123,1,nofit,0.9344783959,1,nofit,0.9418494021,1,nofit,0.9612700704,1,nofit,0.9612700704,1,nofit,0.9612700704,1,nofit,0.9344783959,1
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,nofit,0.1102020997,0,nofit,0.8483990183,1,nofit,0.02958891553,0,nofit,0.8446399401,1,nofit,0.9555786446,1,nofit,0.75262951,1,nofit,0.9555785342,1,nofit,0.9483469837,1,nofit,0.9555786446,1,nofit,0.8687205401,1,nofit,0.8573561322,1,nofit,0.8687205401,1,nofit,0.03295747001,0
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,nofit,0.9448049974,1,nofit,0.9829490322,1,nofit,0.9745550145,1,nofit,0.9448049974,1,nofit,0.9448049974,1,nofit,0.9743461706,1,nofit,0.9448048918,1,nofit,0.9448049974,1,nofit,0.9448049974,1,nofit,0.9448049974,1,nofit,0.9448049974,1,nofit,0.9448049974,1,nofit,0.9829490322,1
