Reactant,product,5p dft,5p catscore,accuracy,10p dft,10p catscore,accuracy,20p dft,20p catscore,accuracy,50p dft,50p catscore,accuracy,100p dft,100p catscore,accuracy,1layer,1layer catscore,accuracy,2layer,2layer catscore,accuracy,3layer,3layer catscore,accuracy,4layer,4layer catscore,accuracy,5layer,5layer catscore,accuracy,base dft,base catscore,accuracy,large dft,large catscore,accuracy,target dft,f_theta,accuracy
CC(=O)NC1=C(C)CCCC1,CC(=O)N[C@H]1CCCC[C@H]1C,0.9999226473,0.714873142,1,0.4762651198,0.793292845,1,0.9113029332,0.714873142,1,0.7567256876,0.714873142,1,0.8660886117,0.8634053362,1,0.0004651453105,0.8297394643,1,0.7886719205,0.8578797595,1,0.8615710457,0.6697481222,1,0.8615710457,0.6697481222,1,0.870256218,0.877267071,1,0.0004651453105,0.8612839926,1,0.8660202917,0.9090606182,1,0.9150966335,0.7556582466,1
C/C(=C\C(=O)n1cccn1)c1ccccc1,C[C@H](CC(=O)n1cccn1)c1ccccc1,0.9519222337,0.9397573627,1,0.9588219898,0.9162100807,1,0.9496584795,0.9365717776,1,0.946675449,0.9058614258,1,0.9603662902,0.9376310999,1,0.947852794,0.927056255,1,0.9603662902,0.9451000237,1,0.9603662902,0.9159678474,1,0.947852794,0.9150976674,1,0.947852794,0.9270560478,1,0.9349103819,0.9270560478,1,0.9588685338,0.9087303982,1,0.9456222103,0.8761336905,1
CCOC(=O)/C=C(\C)CCc1ccccc1,CCOC(=O)C[C@@H](C)CCc1ccccc1,0.9541427519,0.9324242613,1,0.9902209348,0.3834635772,0,0.9788445742,0.1773089025,0,0.9018306809,0.7026293633,1,0.7011125581,0.8641611046,1,0.9999397967,0.9407207247,1,0.9466967985,0.4404406096,0,0.9466967985,0.4404406096,0,0.7011125581,0.8641611046,1,0.9466967985,0.8641611046,1,0.9268844949,0.2175271188,0,0.9018306809,0.9790096539,1,0.9499918422,0.944635938,1
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.978594116,0.1520167593,0,0.9686395202,0.6491947812,1,0.9300672035,0.6491947812,1,0.9584269029,0.1520167593,0,0.9385378627,0.4746700693,0,0.9491555277,0.9733742041,1,0.9541778788,0.5980045017,1,0.9357792585,0.64995109,1,0.9686395202,0.6491947812,1,0.9686395202,0.6491947812,1,0.9491555277,0.9733743165,1,0.9385378627,0.4746700693,0,0.9377491241,0.944409089,1
C=C(CC(=O)c1ccccc1)C(=O)O,C[C@@H](CC(=O)c1ccccc1)C(=O)O,not_found,0.9686420368,1,not_found,0.04887187228,0,not_found,0.03027802583,0,not_found,0.3045851759,0,not_found,0.9539856641,1,not_found,0.9539854473,1,not_found,0.9539856641,1,not_found,0.9539856641,1,not_found,0.9539856641,1,not_found,0.9539856641,1,not_found,0.9539856641,1,not_found,0.9539856641,1,not_found,0.9539855539,1
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.9483607171,0.1037622171,0,0.9214344392,0.1037622171,0,0.9214344392,0.1390862688,0,0.878849505,0.1037622171,0,0.8822004973,0.5430965917,1,0.8766554737,0.6647259761,1,0.942001652,0.4904498707,0,0.9686298726,0.5677881874,1,0.942001652,0.5888440947,1,0.942001652,0.6854244768,1,0.9198779728,0.9737191419,1,0.9619868515,0.578171488,1,0.8710161641,0.6281741726,1
CCOC(=O)/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,0.6670680765,0.3545691943,0,7.24E-08,0.2878417926,0,0.9834587244,0.2205836206,0,0.7864082431,0.4948322854,0,0.6746984194,0.4062368867,0,0.696709845,0.8781940334,1,0.8120732391,0.4403948805,0,0.8120732391,0.8781940334,1,0.8120732391,0.8781940334,1,0.8120732391,0.4403948805,0,0.8120732391,0.8781940334,1,0.7864082431,0.9343990696,1,0.7864082431,0.9343990696,1
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,0.9711982271,0.8479412565,1,0.9795183482,0.3507932752,0,0.9177857514,0.3507932752,0,0.9177857514,0.8479412565,1,0.9776249141,0.8479412565,1,0.9427440621,0.8479417745,1,0.9519125983,0.9969364373,1,0.9519125983,0.9862202519,1,0.9519125983,0.8479412565,1,0.9177857514,0.9862202519,1,0.9369437296,0.9862202519,1,0.9824622687,0.9957538709,1,0.9795183482,0.3507936934,0
O=C1OCCC/C1=C\c1ccccc1,O=C1OCCC[C@@H]1Cc1ccccc1,0.9189807452,0.5431858137,1,0.8968832996,0.5431858137,1,0.99335184,0.5407434711,1,0.9783032331,0.5568586096,1,0.8914901799,0.6900574996,1,0.99335184,0.6900574996,1,0.8914901799,0.6900574996,1,0.8914901799,0.6900574996,1,0.8816828582,0.8267107978,1,0.8914901799,0.6900574996,1,0.8914901799,0.6900574996,1,0.8816828582,0.8911588081,1,0.9783032331,0.540742053,1
CCOC(=O)C1=C(NC(C)=O)CCC1,CCOC(=O)[C@H]1CCC[C@H]1NC(C)=O,0.9943654221,0.7817570065,1,0.5196571242,0.9760512182,1,0.9923077212,0.4064312958,0,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9953346966,0.9717183244,1,0.9953346966,0.9712251722,1,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9962789639,0.8836806114,1
C=C(NC(C)=O)c1cccc2ccccc12,CC(=O)N[C@@H](C)c1cccc2ccccc12,not_found,0.875869802,1,not_found,0.008637033416,0,not_found,0.875869802,1,not_found,0.875869802,1,not_found,0.875869802,1,not_found,0.8758694366,1,not_found,0.9583975021,1,not_found,0.875869802,1,not_found,0.875869802,1,not_found,0.875869802,1,not_found,0.9134938084,1,not_found,0.9583975021,1,not_found,0.8758696193,1
C=C(c1ccc(C)cc1)c1ccccn1,Cc1ccc([C@H](C)c2ccccn2)cc1,0.7278437296,0.8201888786,1,0.7087444794,0.6989875912,1,0.6937939689,0.8364225494,1,0.7735782235,0.5696397281,1,0.7735782235,0.8448217535,1,0.7735782235,0.8448220053,1,0.7735782235,0.8448217535,1,0.7735782235,0.8448217535,1,0.7735782235,0.8448217535,1,0.7735782235,0.8448217535,1,0.7735782235,0.8448217535,1,0.7735782235,0.8448217535,1,0.7735782235,0.8448214891,1
COC(=O)/C=C(\C#N)CC(C)C,COC(=O)C[C@@H](C#N)CC(C)C,not_found,0.2958276555,0,not_found,0.5385547021,1,not_found,0.9586729625,1,not_found,0.2932777351,0,not_found,0.2583035247,0,not_found,0.1584318746,0,not_found,0.2932777351,0,not_found,0.1584313646,0,not_found,0.4533927138,0,not_found,0.2932777351,0,not_found,0.2932777351,0,not_found,0.540144149,1,not_found,0.9375020443,1
O=S1(=O)CCCC=C(c2ccccc2)C1,O=S1(=O)CCCC[C@H](c2ccccc2)C1,not_found,0.1719355649,0,not_found,0.1719355649,0,not_found,0.3972141344,0,not_found,0.0990796235,0,not_found,0.9427474897,1,not_found,0.9427471736,1,not_found,0.2554350823,0,not_found,0.9427474897,1,not_found,0.9427474897,1,not_found,0.9427474897,1,not_found,0.9427474897,1,not_found,0.9427474897,1,not_found,0.9427474897,1
O=C(O)/C=C(/c1ccccc1)c1ccccc1Cl,O=C(O)C[C@@H](c1ccccc1)c1ccccc1Cl,not_found,0.7687142592,1,not_found,0.08507563766,0,not_found,0.06035220343,0,not_found,0.04171306383,0,not_found,0.04171306383,0,not_found,0.5130793734,1,not_found,0.04171306383,0,not_found,0.04171306383,0,not_found,0.5130808107,1,not_found,0.06137631965,0,not_found,0.05459975895,0,not_found,0.06035220343,0,not_found,0.04171314339,0
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,0.9472695886,0.9428537971,1,0.9799828558,0.98771777,1,0.8547875247,0.9428537971,1,0.8373234331,0.9831266771,1,0.9046949325,0.7652030415,1,0.9384051373,0.9428535864,1,0.9829893493,0.8787450661,1,0.9384051373,0.9428537971,1,0.9792937984,0.9428537971,1,0.9829893493,0.9831266771,1,0.9384051373,0.9428537971,1,0.9799828558,0.98771777,1,0.9566975816,0.8580893818,1
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.9304632128,0.9445721117,1,0.9697383142,0.9407248389,1,0.9354339477,0.0944788263,0,0.9354339477,0.80301755,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086884694,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9390243664,0.9242895847,1
O=S1(=O)C(c2ccccc2)=Cc2ccccc21,O=S1(=O)c2ccccc2C[C@@H]1c1ccccc1,0.9637183017,0.8576182381,1,not_found,0.8576182381,1,not_found,0.8974931783,1,not_found,0.803024562,1,not_found,0.9320503252,1,not_found,0.9320504294,1,not_found,0.9320503252,1,not_found,0.9320503252,1,not_found,0.9320503252,1,not_found,0.9560174845,1,not_found,0.8730792049,1,not_found,0.9560174845,1,not_found,0.9560171569,1
COc1ccc(O/C(=C\c2ccccc2)C(=O)O)cc1,COc1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,not_found,0.06959892475,0,not_found,0.9858176152,1,not_found,0.9738199866,1,not_found,0.9842937404,1,not_found,0.9685582012,1,not_found,0.9877323015,1,not_found,0.9875836895,1,not_found,0.9875836895,1,not_found,0.9738199866,1,not_found,0.9877323015,1,not_found,0.9738199866,1,not_found,0.9771560242,1,not_found,0.9877323015,1
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.9483607171,0.1037622171,0,0.9214344392,0.1037622171,0,0.9214344392,0.1390862688,0,0.878849505,0.1037622171,0,0.8822004973,0.5430965917,1,0.8766554737,0.6647259761,1,0.942001652,0.4904498707,0,0.9686298726,0.5677881874,1,0.942001652,0.5888440947,1,0.942001652,0.6854244768,1,0.9198779728,0.9737191419,1,0.9619868515,0.578171488,1,0.9713590305,0.9932905721,1
C=C(CC(=O)c1ccc(Br)cc1)C(=O)O,C[C@@H](CC(=O)c1ccc(Br)cc1)C(=O)O,not_found,0.9800974258,1,not_found,0.02676772892,0,not_found,0.01925503139,0,not_found,0.1705077476,0,not_found,0.9773545785,1,not_found,0.9773545785,1,not_found,0.9773545785,1,not_found,0.9773545785,1,not_found,0.9773545785,1,not_found,0.9773545785,1,not_found,0.9773545785,1,not_found,0.9773545785,1,not_found,0.9873008949,1
C=C1c2ccccc2CCN1C,C[C@@H]1c2ccccc2CCN1C,0.7306974034,0.6366768483,1,0.2227615625,0.7877995324,1,0.4818893037,0.7333363592,1,0.9961144306,0.5767891266,1,0.9811034633,0.8278982481,1,0.9811034633,0.8278980014,1,0.9811034633,0.5341066003,1,0.7010379923,0.5341066003,1,0.7010379923,0.8278982481,1,0.7010379923,0.8278982481,1,0.7306086738,0.5341066003,1,0.9811034633,0.8278982481,1,0.5475819872,0.8346538709,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,0.9791355977,0.8377905823,1,0.711125003,0.02497875312,0,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377903326,1,0.9871196405,0.8978514373,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.8915464529,0.8978514373,1,0.9871196405,0.8377905823,1,0.942034438,0.2768589687,0
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,not_found,0.9448047827,1,not_found,0.9829490322,1,not_found,0.9745550145,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448049974,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9829490322,1,not_found,0.9743461706,1
CC(C)/C=C1\CCCNC1=O,CC(C)C[C@@H]1CCCNC1=O,not_found,0.9358310486,1,not_found,0.9716840822,1,not_found,0.9546689916,1,not_found,0.8959706127,1,not_found,0.9639993298,1,not_found,0.9639992184,1,not_found,0.9639993298,1,not_found,0.8959706127,1,not_found,0.9639993298,1,not_found,0.9639993298,1,not_found,0.9639993298,1,not_found,0.8671209967,1,not_found,0.9639992184,1
CC1=C(c2ccccc2)c2ccccc2CC1,C[C@H]1CCc2ccccc2[C@H]1c1ccccc1,not_found,0.8740074596,1,not_found,0.6703537642,1,not_found,0.9263720892,1,not_found,0.6976443174,1,not_found,0.901998181,1,not_found,0.906565593,1,not_found,0.8700054078,1,not_found,0.9228595203,1,not_found,0.9216613931,1,not_found,0.8867421118,1,not_found,0.9216613931,1,not_found,0.9191798993,1,not_found,0.8432965732,1
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,0.9119398028,0.457061489,0,0.8013739226,0.2976978124,0,0.9284937134,0.457061489,0,0.7411941375,0.457061489,0,0.9288366156,0.8931390033,1,0.9427708058,0.8931391896,1,0.9698744227,0.9514781324,1,0.9698744227,0.9621356857,1,0.9773116401,0.9723095016,1,0.9427708058,0.8931390033,1,0.9262094487,0.8372734902,1,0.9262094487,0.8372734902,1,0.978863698,0.9565238527,1
C=C(CCCC)c1ccccc1,CCCC[C@H](C)c1ccccc1,0.9939526159,0.8947002984,1,0.9781917685,0.9458775961,1,0.9781917685,0.8980640753,1,0.9699563991,0.09866097624,0,0.9894754042,0.9552417682,1,0.9903286009,0.09866097624,0,0.9894754042,0.9552417682,1,0.9894754042,0.9552417682,1,0.9894754042,0.09866097624,0,0.9808006655,0.9830856477,1,0.9699563991,0.9830856477,1,0.9894754042,0.9552417682,1,0.6365056494,0.895364929,1
COCCCOc1cc(/C=C(/C(=O)O)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)O)C(C)C)ccc1OC,0.9843851304,0.8718965876,1,0.0002911157436,0.9819525748,1,0.9982690892,0.973834886,1,0.1292196252,0.9535007014,1,0.9506524727,0.9217951977,1,0.9999949547,0.9217951977,1,0.9999949547,0.9217951977,1,0.9506524727,0.9606687993,1,0.9506524727,0.9730689505,1,0.9999949547,0.9847442093,1,0.9353995126,0.9500572061,1,0.9961592557,0.966903467,1,0.999999526,0.9824579119,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,not_found,0.1621794079,0,not_found,0.9750201018,1,not_found,0.1621794079,0,not_found,0.1621794079,0,not_found,0.911822213,1,not_found,0.911822607,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.911822213,1,not_found,0.8149841165,1,not_found,0.8468034402,1
CCOC(=O)/C=C(\NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,not_found,0.06525873385,0,not_found,0.9699099884,1,not_found,0.0893199472,0,not_found,0.08182250793,0,not_found,0.9900252855,1,not_found,0.9900254026,1,not_found,0.9900252855,1,not_found,0.9900252855,1,not_found,0.4638205172,0,not_found,0.9900252855,1,not_found,0.9900252855,1,not_found,0.9800738598,1,not_found,0.9900252855,1
CC(=O)NC1=C(Cc2ccccc2)CCCC1,CC(=O)N[C@H]1CCCC[C@H]1Cc1ccccc1,not_found,0.7792213238,1,not_found,0.9497782913,1,not_found,0.7792213238,1,not_found,0.8812366832,1,not_found,0.5643282259,1,not_found,0.7912174945,1,not_found,0.9571127387,1,not_found,0.6490650885,1,not_found,0.7912174945,1,not_found,0.9698442846,1,not_found,0.8812366832,1,not_found,0.9571127387,1,not_found,0.9571126281,1
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,not_found,0.9448047827,1,not_found,0.9829490322,1,not_found,0.9745550145,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448049974,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9448047827,1,not_found,0.9829490322,1,not_found,0.7948086896,1
C=C(NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C@@H](C)c1ccc(Cl)cc1,0.9634186914,0.8872101975,1,0.9999981353,0.03447607836,0,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872101975,1,0.9405110307,0.8872103826,1
CC(C)=CCC/C(C)=C/CO,CC(C)=CCC[C@@H](C)CCO,not_found,0.4087482072,0,not_found,0.9686153597,1,not_found,0.3367831313,0,not_found,0.9868092233,1,not_found,0.9774961499,1,not_found,0.9627647488,1,not_found,0.9627647488,1,not_found,0.9774961499,1,not_found,0.9774961499,1,not_found,0.9627647488,1,not_found,0.9627647488,1,not_found,0.9774961499,1,not_found,0.96276486,1
O=C1C=C(c2ccccc2)CN1,O=C1C[C@H](c2ccccc2)CN1,0.6687029667,0.4656303641,0,0.08465198206,0.3852272747,0,0.736302936,0.4248234513,0,0.6996936792,0.4604103921,0,0.5959263566,0.4886571617,0,0.5959263566,0.4886581229,0,0.5959263566,0.4886571617,0,0.5959263566,0.4886571617,0,0.5959263566,0.4886571617,0,0.5959263566,0.4886571617,0,2.24E-07,0.6473678366,1,0.8580040469,0.7709550869,1,0.8580040469,0.7709550869,1
Fc1ccc(-c2cc3ccccc3o2)cc1,Fc1ccc([C@@H]2Cc3ccccc3O2)cc1,not_found,0.9897359385,1,not_found,0.9774667037,1,not_found,0.9805486709,1,not_found,0.9806748021,1,not_found,0.9630232897,1,not_found,0.9630234009,1,not_found,0.9630232897,1,not_found,0.9630232897,1,not_found,0.9630232897,1,not_found,0.9630232897,1,not_found,0.961864168,1,not_found,0.9630232897,1,not_found,0.9630232897,1
CCOC(=O)CC1=CCCCC1C(=O)OC,CCOC(=O)C[C@H]1CCCCC1C(=O)OC,0.7775662812,0.6997462049,1,0.003575879377,0.436251235,0,0.5604089468,0.9382940721,1,0.9107621436,0.6997462049,1,0.9107621436,0.8710896994,1,0.8359294267,0.8710898811,1,0.9107621436,0.8710896994,1,0.9107621436,0.8710896994,1,0.9107621436,0.8710896994,1,0.9107621436,0.8710896994,1,0.9107621436,0.8710896994,1,0.9107621436,0.8710896994,1,0.1030506728,0.9152784511,1
COC(=O)/C(=C\CCCC1OCCO1)NC=O,COC(=O)[C@@H](CCCCC1OCCO1)NC=O,not_found,0.949873279,1,not_found,0.9688664701,1,not_found,0.949873279,1,not_found,0.9280286153,1,not_found,0.9877050408,1,not_found,0.9877050408,1,not_found,0.9877050408,1,not_found,0.9877050408,1,not_found,0.9877050408,1,not_found,0.9877050408,1,not_found,0.9951882124,1,not_found,0.9877050408,1,not_found,0.9877050408,1
C=C(C(=O)O)c1ccccc1,C[C@H](C(=O)O)c1ccccc1,0.9858320108,0.4443090539,0,0.640651655,0.03774569534,0,0.1092722912,0.970660134,1,0.9974086902,0.9627455357,1,0.9810659939,0.9627455357,1,0.9810659939,0.9627456469,1,0.9810659939,0.9627455357,1,0.9810659939,0.9627455357,1,0.9810659939,0.9627455357,1,0.9810659939,0.9627455357,1,0.9810659939,0.9627455357,1,0.9896521379,0.970660134,1,0.9858585725,0.9574130384,1
CC(=O)NC1=Cc2ccccc2CC1,CC(=O)N[C@H]1CCc2ccccc2C1,0.3369560059,0.4681955489,0,0.6842983504,0.2543114807,0,0.7462203495,0.4681955489,0,0.7462203495,0.4681955489,0,0.9177778787,0.758920181,1,0.9177778787,0.7589194799,1,0.9177778787,0.758920181,1,0.9177778787,0.758920181,1,0.9177778787,0.758920181,1,0.9177778787,0.758920181,1,0.9177778787,0.758920181,1,0.8328947756,0.4300626486,0,0.6822009422,0.9504479511,1
OCC1=COc2ccccc2O1,OC[C@H]1COc2ccccc2O1,not_found,0.8670983721,1,not_found,0.4540819518,0,not_found,0.8670983721,1,not_found,0.6902765549,1,not_found,0.6226029106,1,not_found,0.5675860126,1,not_found,0.6226029106,1,not_found,0.4941008075,0,not_found,0.5675865201,1,not_found,0.5675865201,1,not_found,0.7420673832,1,not_found,0.9919887442,1,not_found,0.9927538237,1
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.9304632128,0.9445721117,1,0.9697383142,0.9407248389,1,0.9354339477,0.0944788263,0,0.9354339477,0.80301755,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086887827,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9471928065,0.92598465,1
O=C1C/C(=C/c2ccc(F)cc2)CCN1,O=C1C[C@H](Cc2ccc(F)cc2)CCN1,0.855562093,0.8670190551,1,0.04397771639,0.8670190551,1,0.5757492928,0.8826759808,1,0.9535176546,0.7897204432,1,0.9535176546,0.9073931056,1,0.8302251951,0.8933547252,1,0.9535176546,0.8933551978,1,0.8302251951,0.9073931056,1,0.8302251951,0.9073931056,1,0.8302251951,0.817774558,1,0.9535176546,0.9073931056,1,0.9777132263,0.9421449094,1,0.4908027483,0.869173291,1
CCC/C(=C/[N+](=O)[O-])NC(C)=O,CCC[C@@H](C[N+](=O)[O-])NC(C)=O,not_found,0.6691281508,1,not_found,0.9149063877,1,not_found,0.6691281508,1,not_found,0.8066051974,1,not_found,0.3751612631,0,not_found,0.8066054979,1,not_found,0.3751612631,0,not_found,0.3751612631,0,not_found,0.8074997407,1,not_found,0.3751612631,0,not_found,0.3495844026,0,not_found,0.3751612631,0,not_found,0.9453455978,1
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,0.9423860057,0.1102020997,0,0.9520269211,0.8483990183,1,0.9504024458,0.02958891553,0,0.9567971668,0.8446399401,1,0.957802827,0.9555786446,1,0.957802827,0.955578755,1,0.957802827,0.9483469837,1,0.957802827,0.9555786446,1,0.957802827,0.8687205401,1,0.957802827,0.8573561322,1,0.9581766944,0.8687205401,1,0.9329560738,0.03295747001,0,0.945885136,0.9011157459,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.944415173,0.1917706478,0,0.9144613637,0.05263977602,0,0.9246178858,0.9219235266,1,0.9457574437,0.3166334175,0,0.9457574437,0.9194192007,1,0.9457574437,0.9226770605,1,0.8863756778,0.9219235266,1,0.8863756778,0.9219235266,1,0.8863756778,0.8121631254,1,0.8863756778,0.9226771636,1,0.8965101079,0.9226771636,1,0.9457574437,0.9194192007,1,0.9962195586,0.07392579843,0
C/C(=C\c1ccccc1)CO,C[C@@H](CO)Cc1ccccc1,0.8800844275,0.629778027,1,0.9598587343,0.928639644,1,0.9247997791,0.8743561482,1,0.9212305541,0.7605644713,1,0.9270042682,0.843090439,1,0.8035361756,0.5930556633,1,0.5989855125,0.8784899864,1,0.9369026079,2.27E-08,0.00E+00,0.9369026079,0.6285109421,1,0.9156189417,0.5762261653,1,0.9283917918,0.4644537351,0,0.8780889625,0.03758388522,0,0.8975304355,0.9170951619,1
CCC/C=C(\OC(=O)c1ccccc1)P(=O)(OC)OC,CCCC[C@@H](OC(=O)c1ccccc1)P(=O)(OC)OC,not_found,0.1495086726,0,not_found,0.03087787862,0,not_found,0.08441206438,0,not_found,0.9394072325,1,not_found,0.9362944919,1,not_found,0.9396158927,1,not_found,0.9396160012,1,not_found,0.9227609673,1,not_found,0.9396160012,1,not_found,0.9362944919,1,not_found,0.9396160012,1,not_found,0.9396160012,1,not_found,0.9150655279,1
COC(=O)/C(=C/c1ccc(Br)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Br)cc1)NC(C)=O,0.985,0.02506440726,0,0.9885645636,0.004527042233,0,0.9854600218,0.007096361819,0,0.9753433,0.02506440726,0,0.9851917093,0.9850047042,1,0.9854600218,0.9850047042,1,0.9948830489,0.9850047042,1,0.9851917093,0.9850047042,1,0.9948830489,0.9777563266,1,0.9948830489,0.9850047042,1,0.9851917093,0.9850047042,1,0.9854600218,0.6450722025,1,0.9851917093,0.9850047042,1
C/C=C(\NC(C)=O)C(=O)OC,CC[C@@H](NC(C)=O)C(=O)OC,0.9619844867,0.974550244,1,0.9500063426,0.974550244,1,0.9500063426,0.4013937984,0,0.9504268326,0.974550244,1,0.9841919041,0.9773212173,1,0.9738454315,0.9726978848,1,0.9738454315,0.9843527535,1,0.9754841945,0.9442246409,1,0.9754841945,0.9824683867,1,0.9715806254,0.9726979971,1,0.9717239986,0.9843527535,1,0.9728699168,0.9972844159,1,0.9500063426,0.974550244,1
[H]/C=C(\NC(C)=O)C1=CC=CCC=C1,CC(=O)N[C@@H](C)C1=CC=CCC=C1,0.8316428906,0.1096030262,0,1,0.02809671018,0,0.9776383926,0.1096030262,0,0.6599641578,0.8605115704,1,0.9360219293,0.0616204182,0,0.9776383926,0.181716871,0,0.9359467401,0.6669305369,1,0.6599641578,0.1817165894,0,0.9359467401,0.0215989378,0,0.9359467401,0.8317561436,1,0.9435900668,0.7635893882,1,0.9359467401,0.8605115704,1,0.9359467401,0.8605118397,1
Brc1ccc2c(c1)CCC=C2c1ccccc1,Brc1ccc2c(c1)CCC[C@H]2c1ccccc1,not_found,0.1786959747,0,not_found,0.1627582914,0,not_found,0.1603786847,0,not_found,0.6161010212,1,not_found,0.1442396598,0,not_found,0.1315860156,0,not_found,0.1603786847,0,not_found,0.419881366,0,not_found,0.09063410675,0,not_found,0.1127400723,0,not_found,0.1127400723,0,not_found,0.110673387,0,not_found,0.2474827788,0
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.9610425263,0.7757678327,1,0.966737744,0.7757678327,1,0.966737744,0.8595722238,1,0.9557044518,0.7757678327,1,0.966737744,0.7757678327,1,0.9662628102,0.731329553,1,0.9662628102,0.6693938253,1,0.966737744,0.9168159373,1,0.9662628102,0.7757678327,1,0.922548585,0.8583133927,1,0.9510457697,0.8033209427,1,0.9246660182,0.4218149515,0,0.9767964594,0.916815951,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.944415173,0.1917706478,0,0.9144613637,0.05263977602,0,0.9246178858,0.9219235266,1,0.9457574437,0.3166334175,0,0.9457574437,0.9194192007,1,0.9457574437,0.9226770605,1,0.8863756778,0.9219235266,1,0.8863756778,0.9219235266,1,0.8863756778,0.8121631254,1,0.8863756778,0.9226771636,1,0.8965101079,0.9226771636,1,0.9457574437,0.9194192007,1,0.8693569513,0.8096560077,1
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,0.9423860057,0.1102020997,0,0.9520269211,0.8483990183,1,0.9504024458,0.02958891553,0,0.9567971668,0.8446399401,1,0.957802827,0.9555786446,1,0.957802827,0.9555786446,1,0.957802827,0.9483469837,1,0.957802827,0.9555786446,1,0.957802827,0.8687205401,1,0.957802827,0.8573561322,1,0.9581766944,0.8687205401,1,0.9329560738,0.03295747001,0,0.9410959717,0.9666322856,1
