Reactant,product,5p dft,5p catscore,accuracy,10p dft,10p catscore,accuracy,20p dft,20p catscore,accuracy,50p dft,50p catscore,accuracy,100p dft,100p catscore,accuracy,target dft,f_theta,accuracy,1layer,1layer catscore,accuracy,2layer,2layer catscore,accuracy,3layer,3layer catscore,accuracy,4layer,4layer catscore,accuracy,5layer,5layer catscore,accuracy,base dft,base catscore,accuracy,large dft,large catscore,accuracy
COC(=O)/C(C)=C/c1ccccc1,COC(=O)[C@@H](C)Cc1ccccc1,0.7460366428,0.9311924167,1,0.8111590305,0.9767958683,1,0.8156598365,0.4739623502,0,0.867950131,0.8462761572,1,0.9645221353,0.9161178689,1,0.9019623996,0.8790689483,1,0.8821325285,0.8608307847,1,0.8156598365,0.9161178689,1,0.8588543234,0.4316606176,0,0.9085602618,0.9161178689,1,0.8156598365,0.4747852905,0,0.9085602618,0.4739623502,0,0.8744653822,0.8885830667,1
C=C(CC(=O)OC)C(=O)O,COC(=O)C[C@H](C)C(=O)O,0.01152072445,0.8173708937,1,0.6910281931,0.3827954558,0,0.01152072445,0.3827954558,0,0.7169707741,0.386829902,0,0.7169707741,0.386829902,0,0.6910281931,0.3827954558,0,0.7169707741,0.3868285186,0,0.5522848019,0.386829902,0,0.5522848019,0.386829902,0,0.5522848019,0.386829902,0,0.5522848019,0.386829902,0,0.5522848019,0.386829902,0,0.7916713648,0.1131951684,0
Brc1ccc(C2=CCc3ccccc3O2)cc1,Brc1ccc([C@H]2CCc3ccccc3O2)cc1,0.8698360584,0.8355368395,1,0.8098069088,0.7587773192,1,0.7853243138,0.507414205,1,0.9959327404,0.7539007096,1,0.5949861222,0.7392857903,1,0.8064720042,0.7032469664,1,0.9053034561,0.9607973,1,0.7511190722,0.7032473855,1,0.8619679449,0.9404345626,1,0.7511190722,0.9607973,1,0.6950549263,0.9607973,1,0.8611819101,0.7392857903,1,0.6560326835,0.6987123785,1
CCC/C(=C\C(=O)OCC)NC(C)=O,CCC[C@H](CC(=O)OCC)NC(C)=O,0.9999999998,0.6822853201,1,0.9997178546,0.9921510061,1,0.00000000408,0.682,1,0.9957798511,0.4574256548,0,0.9692145417,0.3645885732,0,0.9692145417,0.3645877474,0,0.9999991947,0.07169089881,0,0.9979721202,0.9733555625,1,0.9991011944,0.9733555625,1,0.9998644748,0.9690612444,1,0.9998644748,0.3645885732,0,0.9910824439,0.3645885732,0,0.9995745754,0.9690612444,1
CON(C)C(=O)/C=C(\C)c1ccccc1,CON(C)C(=O)C[C@@H](C)c1ccccc1,0.9707804936,0.8054268882,1,0.6352215062,0.2835598047,0,0.9803816119,0.4078540306,0,0.9796329221,0.7607159898,1,0.8800515347,0.8809715072,1,0.7486703736,0.7592363276,1,0.8800515347,0.8809708508,1,0.5442647094,0.8809715072,1,0.5442647094,0.8809715072,1,0.6249093417,0.8809715072,1,0.5442647094,0.8809715072,1,0.5442647094,0.7607159898,1,0.5442647094,0.8809715072,1
C=C(NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C@@H](C)c1ccc(Cl)cc1,0.9160042898,0.8872100058,1,0.8048795121,0.03447607836,0,0.9999208466,0.8872101975,1,0.9160042898,0.8872101975,1,0.9160042898,0.8872101975,1,0.9996117698,0.7733437376,1,0.9160042898,0.8872105743,1,0.8635968216,0.8872101975,1,0.9952977358,0.8872101975,1,0.6606142307,0.8872101975,1,0.9332684625,0.8872101975,1,0.6606142307,0.8872101975,1,0.9332684625,0.8872101975,1
Cc1cc2ccccc2[nH]1,C[C@@H]1Cc2ccccc2N1,0.9914426134,0.3610317369,0,0.8171285823,0.3541893668,0,0.2479836738,0.2840364887,0,0.5225506393,0.6945076854,1,0.9749940992,0.9798511905,1,0.7635820948,0.6206639499,1,0.9749940992,0.9798511905,1,0.2479836738,0.9784747621,1,0.2479836738,0.9798511905,1,0.2479836738,0.9798511905,1,0.2479836738,0.6206644308,1,0.2479836738,0.9798511905,1,0.2479836738,0.9798511905,1
C/C(=C\CO)c1ccccc1,C[C@@H](CCO)c1ccccc1,0.9666482044,0.1468173315,0,0.9580430945,0.7334477195,1,0.976986066,0.6473073943,1,0.8441674066,0.5860380607,1,0.5,0.7169637089,1,0.7846657414,0.6501054683,1,0.8858077097,0.6693726592,1,0.9736226317,0.6967949232,1,0.9736226317,0.669373517,1,0.976986066,0.7854059873,1,0.976986066,0.6967949232,1,0.976986066,0.6070756434,1,0.9780383621,0.9454823688,1
C=C(C[Si](C)(C)C)c1ccccc1,C[C@H](C[Si](C)(C)C)c1ccccc1,1,0.9294612259,1,0.9680835442,0.6809187012,1,0,0.0802,0,1,0.8576603988,1,0.7490854779,0.1712492051,0,0.7087369737,0.5274665146,1,0.7490854779,0.1712489193,0,0.9999884574,0.6745233614,1,0.9999999979,0.1712492051,0,0.9999999738,0.1712492051,0,0.9999999728,0.6745233614,1,0.9999999995,0.9434344533,1,0.9999999995,0.1712492051,0
C=C(NC(C)=O)c1cccc2ccccc12,CC(=O)N[C@H](C)c1cccc2ccccc12,0.1518805281,0.1241016334,0,0.9542134404,0.9913623672,1,0.2991494301,0.1241016334,0,0.9873611793,0.8977607923,1,0.9683015767,0.9261139555,1,0.9670738474,0.9934708974,1,0.1518805281,0.1241018405,0,0.1340926023,0.9261139555,1,0.3575359678,0.9261139555,1,0.3575359678,0.7833596276,1,0.3413236464,0.3678443591,0,0.1340926023,0.9754543338,1,0.4919022569,0.9934708974,1
Cc1ccccc1/C=C1\CCCCC1=O,Cc1ccccc1C[C@@H]1CCCCC1=O,0.9999145914,0.9747203615,1,0.9999145914,0.9747203615,1,0.9999998083,0.9637712128,1,0.9599390423,0.9778270214,1,0.00000000171,0.887,1,0.8732574069,0.9561002845,1,0.965,0.9491564688,1,0.9991394562,0.9491564688,1,0.9991394562,0.9491564688,1,0.9978214737,0.9491564688,1,0.9990279641,0.8375716406,1,0.9995905701,0.9491564688,1,0.9999085327,0.8726066444,1
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,0.3994213284,0.8696024476,1,0.3994213284,0.8696024476,1,0.9998950369,0.9438117578,1,0.3994213284,0.8696024476,1,0.9999801854,0.9438117578,1,0.8475764163,0.3058912571,0,0.9999801854,0.9438114378,1,0.9964893887,0.07264682063,0,0.9964893887,0.4155062213,0,0.9964893887,0.9438117578,1,0.9773545832,0.8141585586,1,0.9964893887,0.07264682063,0,0.9999980691,0.8141585586,1
C=C(c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)P(=O)(O)O,0.4199249955,0.8993371956,1,0.8183301702,0.878955242,1,0.7468475536,0.9396316444,1,0.957703713,0.9396316444,1,0.957703713,0.9396316444,1,0.957703713,0.9396317494,1,0.8158716517,0.7984237632,1,0.8210758316,0.884975592,1,0.8210758316,0.884975592,1,0.8210758316,0.7984234657,1,0.8210758316,0.884975592,1,0.9916865689,0.9396316444,1,0.7615315685,0.9396316444,1
CCCCc1cc2ccccc2[nH]1,CCCC[C@@H]1Cc2ccccc2N1,0.9937015443,0.5188167291,1,0.9730981475,0.5297207163,1,0.994947915,0.5998628235,1,0.9836283501,0.542445191,1,0.985,0.9830308286,1,0.985,0.9830308286,1,0.965,0.9836127525,1,0.9956866588,0.9836127525,1,0.9956866588,0.9836127525,1,0.9956866588,0.9836127525,1,0.9956866588,0.9836127525,1,0.9956866588,0.9836127525,1,0.9956866588,0.9830308286,1
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,0.2920352594,0.9512936822,1,0.006501124542,0.9735893608,1,0.5148732602,0.9620261003,1,0.9851700101,0.972031595,1,0.9851700101,0.972031595,1,0.9851700101,0.972031595,1,0.9851700101,0.9720317073,1,0.99970517,0.972031595,1,0.999999995,0.972031595,1,1,0.972031595,1,0.999999995,0.972031595,1,0.999999995,0.972031595,1,0.9977125299,0.972031595,1
C=C(NC(C)=O)c1ccc(F)cc1,CC(=O)N[C@@H](C)c1ccc(F)cc1,0.9999933351,0.8196776426,1,0.77192387,0.01565152402,0,0.9993629136,0.8196776426,1,0.9999933351,0.8196776426,1,0.9999933351,0.8196776426,1,0.999747999,0.987726589,1,0.9958518669,0.9863142904,1,0.9998672624,0.9863144061,1,0.999199314,0.987726589,1,0.9998672624,0.8196776426,1,0.9990641867,0.9466391241,1,0.9998672624,0.8196776426,1,0.9997727899,0.8196776426,1
COC(=O)C(NC=O)=C1CCCCC1,COC(=O)[C@@H](NC=O)C1CCCCC1,0.1191378812,0.3767778843,0,0.9815359108,0.06074057166,0,0.9295601943,0.1003314699,0,0.1191378812,0.3767778843,0,0.8362246941,0.1948584592,0,0.81,0.6804752213,1,0.8362246941,0.1948581804,0,0.9982912675,0.1948584592,0,0.9982912675,0.9420970093,1,0.9982912675,0.1948584592,0,0.9982912675,0.1948584592,0,0.7479858684,0.1948584592,0,0.9982912675,0.1948584592,0
C=C(NC(C)=O)c1ncc(Br)cc1F,CC(=O)N[C@H](C)c1ncc(Br)cc1F,0.995,0.8764692004,1,0.995,0.9978006545,1,0.995,0.8764692004,1,0.995,0.9924003568,1,0.995,0.9978006545,1,0.995,0.9977728814,1,0.995,0.9962138366,1,0.995,0.9962138366,1,0.995,0.9978006545,1,0.995,0.9978006545,1,0.995,0.9962138366,1,0.995,0.9971970983,1,0.995,0.9971970983,1
COC(=O)/C(=C/c1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,0.0000104,0.0202,0,1,0.00119,0,0.0000104,0.00217,0,0.0000104,0.0202,0,0.97526963,0.9769878201,1,0.9528808182,0.9830709676,1,0.9464275377,0.4590540675,0,0.9997359173,0.4590543411,0,0.9998871371,0.4590543411,0,0.9998871371,0.9960211436,1,0.9997359173,0.9960211436,1,0.9998561549,0.9769878201,1,0.9998561549,0.9893153959,1
CC1=C(C)c2ccccc2C1,C[C@@H]1Cc2ccccc2[C@@H]1C,0.8085755435,0.1592295664,0,0.9447009216,0.386098493,0,0.8303481768,0.08523875237,0,0.9305978687,0.3169218879,0,0.8450974021,0.07701048586,0,0.947360862,0.8251763953,1,0.947360862,0.8251769609,1,0.8739133831,0.8251769609,1,0.8739133831,0.8251769609,1,0.8739133831,0.8251769609,1,0.8739133831,0.6662808065,1,0.8739133831,0.8251769609,1,0.8739133831,0.8251769609,1
[H]/C=C(\NC(C)=O)C1=CC=CCC=C1,CC(=O)N[C@H](C)C1=CC=CCC=C1,0.9996538926,0.8903781149,1,0.9998734267,0.9718744574,1,0.9968436083,0.8903781149,1,0.9996538926,0.8903781149,1,0.9738283181,0.9383644445,1,0.9995781102,0.9669748216,1,0.9738283181,0.9383649689,1,0.9252429196,0.9783958288,1,0.9999923315,0.9383644445,1,0.9999652941,0.9783958288,1,0.9999652941,0.9383644445,1,0.0469653951,0.2364023126,0,0.982580175,0.8182601718,1
C/C=C(\C)c1ccccc1,CC[C@@H](C)c1ccccc1,0.979231062,0.7635750288,1,0.9916626745,0.971213929,1,0.979231062,0.9654645796,1,0.993863585,0.6798065214,1,0.9870161477,0.984448762,1,0.5,0.9731566061,1,0.9860164719,0.9934150167,1,0.9912984737,0.984448762,1,0.9912984737,0.9934150167,1,0.9912984737,0.9934150167,1,0.9912984737,0.984448762,1,0.9912984737,0.984448762,1,0.9912984737,0.9674958562,1
C=C(C[Si](C)(C)C)c1ccccc1,C[C@@H](C[Si](C)(C)C)c1ccccc1,0.9982476044,0.07052057975,0,0.9776843091,0.3190518737,0,0.1843572857,0.9198240411,1,0.1843572857,0.4725061952,0,0.965,0.8287426283,1,0.965,0.8287426283,1,0.965,0.8287423814,1,0.9992502385,0.3254417767,0,0.1843572857,0.8287426283,1,0.1843572857,0.8804275535,1,0.9976570053,0.05655572796,0,0.1843572857,0.5252853345,1,0.9989890572,0.8287426283,1
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,0.2920352594,0.9512936822,1,0.006501124542,0.9735893608,1,0.9999999986,0.9620261003,1,0.9851700101,0.972031595,1,0.9851700101,0.972031595,1,0.9851700101,0.9720317073,1,0.9851700101,0.9720317073,1,1,0.972031595,1,1,0.972031595,1,1,0.972031595,1,1,0.972031595,1,0,0.972,1,1,0.972031595,1
CCOC(=O)C(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.5214661796,0,0,0.6476053971,0.0000516,0,0.5214661796,0.08038120695,0,0.5214661796,0,0,0.6339207507,0.0000176,0,0.6359676291,0.598484282,1,0.6629148841,0.5984738657,1,0.6108684828,0.6836288883,1,0.5440373519,0.6836288883,1,0.6108684828,0.5984847457,1,0.5500073503,0.5975664567,1,0.6108684828,0.000000000305,0,0.6108684828,0.6836288883,1
C=C1C(=O)NCCc2cc(OC)c(OC)cc21,COc1cc2c(cc1OC)[C@@H](C)C(=O)NCC2,0.2920895844,0.5500598804,1,0.8980129756,0.7033989102,1,0.8943462358,0.6945113282,1,0.2920895844,0.5500598804,1,0.7523665039,0.8773887303,1,0.6311609785,0.4158659559,0,0.7523665039,0.8773889133,1,0.8864125671,0.7692507341,1,0.5852391885,0.5995980118,1,0.8600183828,0.8773887303,1,0.8864125671,0.7699615681,1,0.9011710462,0.5995980118,1,0.9079291564,0.7328408306,1
C=C(CC)c1ccc(C(F)(F)F)cc1,CC[C@@H](C)c1ccc(C(F)(F)F)cc1,0.9991807881,0.1448851103,0,0.9995765698,0.6621962425,1,0.9796698163,0.1026160367,0,0.97,0.5935607308,1,0.980172576,0.05582645906,0,0.9999507067,0.7088008762,1,0.9999507067,0.7088000946,1,0.9796698163,0.5935607308,1,0.9796698163,0.5935607308,1,0.9784572271,0.7088008762,1,0.9687100939,0.5935607308,1,0.9687100939,0.8760889507,1,0.98,0.1697535334,0
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,0.3994213284,0.8696024476,1,0.3994213284,0.8696024476,1,0.7708307971,0.9438117578,1,0.3994213284,0.8696024476,1,0.9999801854,0.9438117578,1,0.8575951274,0.8141579278,1,0.9999801854,0.9438115433,1,0.9790903569,0.07264682063,0,0.9790903569,0.4155062213,0,0.8070037465,0.9438117578,1,0.9790903569,0.8141585586,1,0.9790903569,0.07264682063,0,0.9902212487,0.8141585586,1
O=C1C=C(c2ccccc2)C(=O)N1,O=C1C[C@@H](c2ccccc2)C(=O)N1,0.5133622596,0.3984882985,0,0.5760918768,0.6167378058,1,0.5624594887,0.06282473186,0,0.605,0.590621459,1,0.565,0.5816610927,1,0.6166577116,0.6146531053,1,0.605,0.5906218463,1,0.5766040999,0.5816610927,1,0.5906576922,0.3268231885,0,0.6040617535,0.5816610927,1,0.6040617535,0.590621459,1,0.5520699274,0.1245655824,0,0.6040617535,0.5816610927,1
C=C(NC(C)=O)c1ccc(C)cc1,CC(=O)N[C@H](C)c1ccc(C)cc1,0.982965351,0.3592483009,0,0.9661318181,0.9937937672,1,0.9989041061,0.3592483009,0,0.982965351,0.3592483009,0,0.9806475184,0.957193576,1,0.9880505035,0.9961802422,1,0.9806475184,0.957193576,1,0.9989041061,0.9961802422,1,0.9990225285,0.957193576,1,0.9989041061,0.957193576,1,0.9989041061,0.9544814765,1,0.9989041061,0.9686738388,1,0.998673772,0.9684667422,1
C=C(C(=O)O)c1ccc(F)cc1,C[C@H](C(=O)O)c1ccc(F)cc1,0.9944604428,0.3952689262,0,0.9869278597,0.03085221848,0,0.9930252473,0.9893345238,1,0.9901562379,0.004949921977,0,0.98,0.9875310274,1,0.995,0.9893346408,1,0.98,0.9875309115,1,0.9930630609,0.9875310274,1,0.9930630609,0.9875310274,1,0.994947571,0.9875310274,1,0.994947571,0.9875310274,1,0.9930630609,0.9875310274,1,0.994947571,0.9893345238,1
COC(=O)/C=C(/NC(C)=O)C(C)(C)C,COC(=O)C[C@@H](NC(C)=O)C(C)(C)C,0.999995,0.2347500077,0,0.999995,0.2347500077,0,0.999995,0.05681155575,0,0.999995,0.2347500077,0,0.999995,0.9785890099,1,0.999995,0.432443565,0,0.999995,0.9768838305,1,0.999995,0.9768837159,1,0.999995,0.4324440031,0,0.999995,0.9785890099,1,0.999995,0.4324440031,0,0.999995,0.4324440031,0,0.999995,0.9768837159,1
C=C(NC(C)=O)c1ccccc1OC,COc1ccccc1[C@@H](C)NC(C)=O,0.9387931745,0.1771764661,0,0.8875294026,0.8610833543,1,0.7345923111,0.1771764661,0,0.9387931745,0.1771764661,0,0.8044919322,0.8376655888,1,0.7981404834,0.7760029492,1,0.7981404834,0.7760026717,1,0.8998930965,0.8376655888,1,0.8998930965,0.7867834624,1,0.8970066888,0.8559333454,1,0.8970066888,0.865717467,1,0.8174769989,0.8376655888,1,0.8081694271,0.8610833543,1
COc1cccc2c1C=C(NC(C)=O)CC2,COc1cccc2c1C[C@@H](NC(C)=O)CC2,0.9883205617,0.6391360252,1,0.9883205617,0.6391360252,1,0.9883205617,0.6391360252,1,0.8581116284,0.3509232691,0,0.9648236013,0.6966131396,1,0.9292835041,0.9392575681,1,0.9575413188,0.948941119,1,0.9527067463,0.9121201001,1,0.9543103826,0.948941119,1,0.962457797,0.948941119,1,0.9543103826,0.948941119,1,0.9543103826,0.948941119,1,0.9527067463,0.948941119,1
C=C(c1ccccc1)C(C)C,CC(C)[C@@H](C)c1ccccc1,0.8473763743,0.3707827889,0,0.9646029321,0.1607249714,0,0.849821304,0.8406887252,1,0.9900624751,0.2346918914,0,0.9714139304,0.9134128403,1,0.9714139304,0.9134131398,1,0.9714139304,0.9134129356,1,0.9900624751,0.9134128403,1,0.9900624751,0.792461025,1,0.9900624751,0.9134128403,1,0.9900624751,0.9134128403,1,0.9900624751,0.9134128403,1,0.7877084006,0.8486927332,1
COc1ccc(-c2cc3ccccc3o2)cc1,COc1ccc([C@@H]2Cc3ccccc3O2)cc1,0.99,0.9897735499,1,0.99,0.9784143901,1,0.99,0.9897735499,1,0.99,0.9083424394,1,0.5,0.962013532,1,0.99,0.962240308,1,0.99,0.9622404155,1,0.99,0.9622404155,1,0.99,0.9622404155,1,0.5,0.9622404155,1,0.99,0.9622404155,1,0.99,0.9683027338,1,0.99,0.9622404155,1
CC(C)/C=C(\C#N)CC(=O)[O-],CC(C)C[C@H](C#N)CC(=O)[O-],0.9999985096,0.8534969919,1,0.9927346679,0.969263274,1,0.9999985096,0.8713580424,1,0.9463441635,0.9446157741,1,0.975,0.9469078396,1,0.975,0.9469078396,1,0.9929258756,0.9832079516,1,0.9972539972,0.9832079516,1,0.9999985096,0.9832079516,1,0.9999985096,0.9446157741,1,0.9999985096,0.9832079516,1,0.9972539972,0.9446157741,1,0.9999985096,0.9446157741,1
COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1C(NC(C)=O)=CC2,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C@@H](NC(C)=O)CC2,0.7891636735,0.3960526199,0,0.7581828145,0.2394723125,0,0.7866350597,0.2286557555,0,0.7792322229,0.3895017856,0,0.7564483999,0.248014419,0,0.7520910628,0.2385103494,0,0.7792322229,0.3895017856,0,0.7859198193,0.3895017856,0,0.7859198193,0.3895017856,0,0.7523677317,0.2539686831,0,0.7571224517,0.2539686831,0,0.7693696942,0.3821267675,0,0.7443586341,0.3895017856,0
C=C(c1ccccc1)C(C)C,CC(C)[C@H](C)c1ccccc1,0.9152645533,0.6292124754,1,0.90274167,0.8392714995,1,0.6349439215,0.1593035171,0,0.7668937972,0.7629222702,1,0.7208247932,0.8478116408,1,0.9346607125,0.9346602647,1,0.8658566121,0.9277930386,1,0.8444311335,0.977128634,1,0.8444311335,0.977128634,1,0.7216724509,0.977128634,1,0.7216724509,0.9041000351,1,0.8552930058,0.977128634,1,0.8444311335,0.1513029732,0
C=C(c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)P(=O)(O)O,0.4199249955,0.8993370013,1,0.8183301702,0.878955242,1,0.4199249955,0.9396317494,1,0.957703713,0.9396317494,1,0.957703713,0.9396317494,1,0.8229919823,0.8793316517,1,0.8158716517,0.7984237632,1,0.7070206044,0.8849757766,1,0.7070206044,0.8849757766,1,0.7070206044,0.7984234657,1,0.7070206044,0.8849757766,1,0.7070206044,0.9396317494,1,0.7708443256,0.9396317494,1
CC/C(=C\C(=O)OC)NC(C)=O,CC[C@@H](CC(=O)OC)NC(C)=O,0.9860091453,0.09413692357,0,0.9860091453,0.09413692357,0,0.9897452893,0.2198850816,0,0.9860091453,0.09413692357,0,0.9792918303,0.582131057,1,0.6934206923,0.9439500546,1,0.9742724084,0.978982106,1,0.9518776471,0.8986712903,1,0.9518776471,0.9701579757,1,0.8966407865,0.582131057,1,0.9518776471,0.582131057,1,0.9897452893,0.582131057,1,0.9897452893,0.02487609111,0
C/C(=C\C(=O)c1ccccc1)S(=O)(=O)c1ccccc1,C[C@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,0.9837165033,0.6365360166,1,0.09273751962,0.6841384417,1,0.3196125868,0.8947910544,1,0.9837165033,0.6365360166,1,0.9873713436,0.9733370463,1,0.1719994799,0.8717622709,1,0.9873713436,0.9733370463,1,0.4405553002,0.4539830115,0,0.4405553002,0.896935007,1,0.4405553002,0.9733370463,1,0.4405553002,0.4539830115,0,0.8019397197,0.4302075035,0,0.4405553002,0.9897352481,1
COC(=O)/C=C(\NC(C)=O)c1ccccc1,COC(=O)C[C@H](NC(C)=O)c1ccccc1,0.9645447737,0.00154646715,0,0.9944962929,0.03487804729,0,0.997321843,0.09920953744,0,0.5367913464,0.3893232946,0,0.9856935119,0.8966038675,1,0.9837856492,0.871437172,1,0.9856935119,0.8966040613,1,0.9986384059,0.8966038675,1,0.9986384059,0.8966038675,1,0.999891614,0.01852404157,0,0.999891614,0.9299810944,1,0.9985991955,0.9299810944,1,0.9985049545,0.8714374447,1
CC(C)=CCC/C(C)=C/CO,CC(C)=CCC[C@@H](C)CCO,0.98,0.4087468428,0,0.98,0.9686154716,1,0.98,0.3367831313,0,0.98,0.9868092233,1,0.98,0.9774961499,1,0.98,0.9627647488,1,0.98,0.96276453,1,0.98,0.9627646376,1,0.98,0.9774961499,1,0.98,0.9774961499,1,0.98,0.9627646376,1,0.98,0.9627646376,1,0.98,0.9774961499,1
C/C(=C\c1ccccc1C)C(=O)O,Cc1ccccc1C[C@H](C)C(=O)O,0.9985152685,0.5262394474,1,0.9951878577,0.9847340064,1,0.9916666138,0.9960256746,1,0.9949125162,0.03629286134,0,0.9949125162,0.03629286134,0,0.9579206682,0.9808045612,1,0.9949125162,0.03629266232,0,0.9940049256,0.03629286134,0,0.9940049256,0.03629286134,0,0.9940049256,0.03629286134,0,0.9940049256,0.03629286134,0,0.9940049256,0.03629286134,0,0.9909765544,0.03629286134,0
CC1=CC(=O)CCC1,C[C@H]1CCCC(=O)C1,0.09761747004,0.2017792882,0,0.09761747004,0.2017792882,0,0.9818256309,0.345244413,0,0.02283614616,0.4539137174,0,0.4148078463,0.9087331944,1,0.5503478293,0.4023701403,0,0.96,0.8445168694,1,0.8999493727,0.5552260674,1,0.7829701066,0.8445168694,1,0.8406929461,0.8445168694,1,0.599980081,0.8445168694,1,0.2808017559,0.6675618215,1,0.2808017559,0.8445168694,1
COC/C=C(\NC(C)=O)C(=O)OC,COCC[C@@H](NC(C)=O)C(=O)OC,0.9950015663,0.9629936607,1,0.9950015663,0.9629935495,1,0.7793756748,0.9629936607,1,0.9602541154,0.9715955151,1,0.9802233031,0.9692606724,1,0.9802233031,0.9692606724,1,0.9802697341,0.9759747037,1,0.7846070095,0.9759747037,1,0.9324234149,0.9759747037,1,0.9324234149,0.9759747037,1,0.9324234149,0.981279582,1,0.9324234149,0.9759747037,1,0.9520799674,0.994499701,1
Correlation,,,-0.038310731977889555,0.09910805934369998,,0.16867815542336892,0.14844213224183767,,0.07257298420774119,0.15423113950359899,,0.10883716185630764,-0.036410815497707985,,0.47443719755943603,0.16598766966955475,,0.5291777441998354,0.05061556018846151,,0.5691014925182818,0.032432466894911666,,0.3158260492575662,0.02475629427028543,,0.2218375635165031,0.04744053197661445,,0.26604568725334554,-0.09793495655056775,,0.3326447729982339,-0.014453391478428295,,0.23364509815172552,0.035939024156991746,,0.16454679341277276,-0.2045470484351191
Average,,0.8201842408070411,0.5811606503443879,0.6122448979591837,0.8010522387455099,0.5799620741790815,0.6020408163265306,0.8118469088207141,0.5651188663465204,0.5408163265306123,0.8180231909593777,0.6244275087442082,0.6632653061224489,0.8747454121337754,0.7651009568424696,0.8469387755102041,0.8636412094867348,0.7963719518748982,0.8571428571428571,0.8970927726326533,0.7921126025792855,0.8469387755102041,0.8649373087438771,0.7730225099197957,0.826530612244898,0.8631312414709696,0.785152550630408,0.8163265306122449,0.84294668822449,0.7877410605942957,0.8673469387755102,0.8695326689908165,0.766823729912347,0.8469387755102041,0.8366364777143357,0.7193988526773979,0.7755102040816326,0.8479477941929071,0.7859422505512246,0.8673469387755102
