Reactant,product,ee,nbo_charge,bond_energy,Vbur,L,B1,B5
COc1cc(/C=C(\C)NC(C)=O)cc(OC)c1,COc1cc(C[C@@H](C)NC(C)=O)cc(OC)c1,0.13,1.530865,-0.45038,0.6954726519,7.725927202,4.845572931,9.112873619
CC1=Cc2ccccc2S1(=O)=O,CC1Cc2ccccc2S1(=O)=O,0.13,1.59413,-0.51538,0.6819267145,10.56419582,4.152529154,6.786855223
C=C(CCCC)OC(=O)c1ccccc1,CCCC[C@@H](C)OC(=O)c1ccccc1,0.13,None,None,None,9.318364193,3.722193847,9.139029261
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,0.13,1.78005,-0.50774,0.925642937,9.101307089,1.944841893,9.218643995
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.13,1.84805,-0.56922,0.7971254193,10.66255171,5.574962805,8.612530061
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.13,1.77747,-0.53217,0.9149972046,10.91084218,4.02709076,10.24289187
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.13,1.774995,-0.47947,0.9026043608,8.364459017,2.801314022,7.567825656
CC(=O)NC1=Cc2ccccc2CC1,CC(=O)N[C@@H]1CCc2ccccc2C1,0.13,1.84382,-0.515885,0.7807025717,9.150216826,2.760666539,9.14072714
CCOC(=O)/C(C)=C/c1ccccc1,CCOC(=O)[C@H](C)Cc1ccccc1,0.13,1.37876,-0.38477,0.6823926109,10.19578585,2.062433997,9.22477657
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.13,0.4305625,-0.42419,0.9231736862,8.810067982,2.343932269,8.768444356
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,0.13,0.8125,-0.53513,0.7501397689,8.834924676,3.463400796,8.491019483
C=C(c1ccccc1)[Si](C)(C)C,C[C@H](c1ccccc1)[Si](C)(C)C,0.13,1.74853,-0.52346,0.7500815319,7.240194561,2.173563832,8.642659755
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.13,1.9062,-0.56518,0.7491613865,12.32453446,5.114643803,10.01639122
[H]/C=C(/NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.13,1.768165,-0.478735,0.9389268077,8.286911233,3.992926603,7.581293146
COC(=O)/C(=C/C=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccccc1)NC(C)=O,0.13,1.522825,-0.470795,0.6363562244,9.283497453,3.534725792,6.938908946
O=C1C=C(c2ccccc2)C(=O)N1,O=C1C[C@@H](c2ccccc2)C(=O)N1,0.13,1.530035,-0.471975,0.6396058517,6.503487815,2.939213083,9.048513328
C=C(c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,0.13,1.764785,-0.528405,0.8546286806,9.376060816,2.807128433,12.82142727
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,0.13,1.52107,-0.44027,0.6890316344,9.334803866,6.184564696,10.55931191
CCOC(=O)/C(F)=C\c1ccccc1,CCOC(=O)[C@H](F)Cc1ccccc1,0.12,1.61033,-0.50949,0.6795564666,11.81584308,3.360911318,6.731903807
CC(=O)NC1=CCCc2ccccc21,CC(=O)NC1CCCc2ccccc21,0.12,1.499935,-0.427075,0.8825125792,10.62426611,4.089069644,9.731469825
C/C=C(\OC(=O)N(CC)CC)c1ccccc1,CC[C@@H](OC(=O)N(CC)CC)c1ccccc1,0.12,1.502765,-0.454235,0.7854663623,8.619477478,2.541597673,9.315393421
C=C(Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.12,1.49799,-0.443925,0.7034860697,11.69207203,3.754951741,7.338522126
C/C(=C\c1ccccc1)CO,C[C@H](CO)Cc1ccccc1,0.12,0.2401,-0.471025,0.9210829761,8.548782876,3.00659532,8.04548428
CC/C=C(/NC(C)=O)c1ccccc1,CCC[C@@H](NC(C)=O)c1ccccc1,0.12,1.81973,-0.51232,0.7481014722,9.134641046,3.123621211,9.116404464
CC(=O)OC/C(C)=C/c1ccccc1,CC(=O)OCC(C)Cc1ccccc1,0.12,1.6089,-0.51274,0.6455052646,7.579844692,2.91380054,6.791082779
O=CNC/C=C1\CCc2ccc3c(c21)CCO3,O=CNCC[C@@H]1CCc2ccc3c(c21)CCO3,0.12,1.4986,-0.567535,0.8098909802,9.287136137,5.068636829,9.424313393
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.12,1.65721,-0.50635,0.6688699683,10.86502455,5.053182523,11.84375342
COC(=O)/C(=C\c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.12,1.52174,-0.4551,0.6652767425,8.186943068,3.49352694,9.37170837
COC(=O)/C(=C\c1ccc(Cl)c(Cl)c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NC(C)=O,0.12,1.77955,-0.499135,0.7293025531,9.818201584,3.5485472,10.15448232
C/C(=C\c1ccccc1)C(=O)NCc1ccccc1,C[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1,0.12,0.45565,-0.45435,0.9507489284,7.211196096,2.829142667,6.593162164
C/C(=C\C(=O)c1ccccc1)S(=O)(=O)c1ccccc1,C[C@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,0.12,1.50776,-0.45087,0.6893752329,8.339167492,5.111307803,9.501141281
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,0.12,1.774995,-0.47947,0.9026043608,8.364459017,2.801314022,7.567825656
COCC1=C(c2ccc(C(F)(F)F)cc2)CCCC1,COC[C@H]1CCCC[C@H]1c1ccc(C(F)(F)F)cc1,0.12,1.63051,-0.52427,0.6982796776,9.497982574,3.473776357,8.164806186
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.12,0.07428,-0.470045,0.7828224003,5.315115969,3.058209448,7.500773112
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@@H]2C,0.12,1.85777,-0.51553,0.792594577,8.705076412,5.321470141,9.742912838
C/C=C(/C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.12,1.53116,-0.5088,0.7227217667,7.27680416,4.012696498,9.009174054
CCOC(=O)CC1=CCCCC1C(=O)OC,CCOC(=O)C[C@H]1CCCCC1C(=O)OC,0.12,1.072315,-0.578685,0.699456066,8.545920637,5.049739939,9.399685873
CC1(C)OB(/C=C(\B2OC(C)(C)C(C)(C)O2)c2ccccc2)OC1(C)C,CC1(C)OB(C[C@@H](B2OC(C)(C)C(C)(C)O2)c2ccccc2)OC1(C)C,0.12,1.69676,-0.51574,0.6827070909,7.549764006,3.069261724,8.182400777
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,0.12,0.828755,-0.439605,0.7031715896,7.471721697,4.89366446,7.312904828
C/C(=C\c1ccccc1)CO,C[C@H](CO)Cc1ccccc1,0.12,1.76128,-0.52077,0.7861360883,7.599597558,3.804867969,11.86655459
C=C(OC(=O)N(CC)CC)c1ccccc1,CCN(CC)C(=O)O[C@@H](C)c1ccccc1,0.12,1.48864,-0.44824,0.7454342154,7.698995524,2.741712577,8.393615693
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,0.12,1.72954,-0.5275,0.7283416418,8.068079785,3.48545751,6.926933731
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,0.11,1.7811,-0.50632,0.7635983507,9.201005815,2.946317469,9.166272113
C=C(CC)OC(=O)c1ccccc1,CC[C@@H](C)OC(=O)c1ccccc1,0.11,None,None,None,9.318364193,3.722193847,9.139029261
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@H]2C,0.11,1.57356,-0.50347,0.7662131942,9.41533441,4.477954375,7.91288501
COC(=O)/C=C(\NC(C)=O)c1ccccc1,COC(=O)C[C@@H](NC(C)=O)c1ccccc1,0.11,1.258515,N/A,0.71279235,9.287136137,5.068636829,9.424313393
[H]/C=C(/NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.11,1.859155,-0.5054,0.764145779,7.146235605,2.438063392,7.144048567
C/C(=C\c1ccccc1)C(=O)NCc1ccccc1,C[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1,0.11,0.51965,-0.452,0.9234765188,7.387052214,2.489887978,6.586979905
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,0.11,1.518295,-0.493875,0.7757582464,9.167800654,3.372351261,8.766338305
COC(=O)/C=C(/C)NC(C)=O,COC(=O)CC(C)NC(C)=O,0.11,1.898035,-0.50557,0.7077140794,7.532088014,1.52,7.421789945
COc1cc(/C=C(\C)NC(C)=O)cc(OC)c1,COc1cc(C[C@@H](C)NC(C)=O)cc(OC)c1,0.11,1.53325,-0.47015,0.6464079389,7.159567702,2.901302787,10.02443638
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@H](C)B1OC(C)(C)C(C)(C)O1,0.11,1.68682,-0.51025,0.7120702106,7.306826869,3.409415451,8.881637481
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.11,1.859155,-0.5054,0.764145779,7.146235605,2.438063392,7.144048567
C=C(c1ccccc1)C(C)(C)C,C[C@@H](c1ccccc1)C(C)(C)C,0.11,1.67254,-0.564295,0.8764151603,9.040660006,4.660794343,8.66086296
C/C=C(/C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.11,1.97894,-0.57157,0.6974701826,8.937911669,2.980839055,10.60239215
CC(=O)OC/C(F)=C\c1ccccc1,CC(=O)OC[C@@H](F)Cc1ccccc1,0.11,1.364865,-0.455745,0.8319104081,8.151106045,2.140916187,10.42305916
C=C(OC(=O)N(CC)CC)C(C)(C)C,CCN(CC)C(=O)OC(C)C(C)(C)C,0.11,1.48864,-0.44824,0.7454342154,7.698995524,2.741712577,8.393615693
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.11,1.80856,-0.492715,0.9051493198,8.123912433,5.433085642,9.392449115
C/C(=C\c1ccccc1)CO,CC(CO)Cc1ccccc1,0.11,0.4305625,-0.42419,0.9231736862,8.810067982,2.343932269,8.768444356
O=C1/C(=C/c2ccc(C(F)(F)F)cc2)c2ccccc2N1Cc1ccccc1,O=C1C(Cc2ccc(C(F)(F)F)cc2)c2ccccc2N1Cc1ccccc1,0.11,1.65465,-0.51822,0.7255229687,8.63497342,3.336013227,9.377847257
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,0.11,1.66306,-0.477655,0.7819837868,11.3780295,5.101429391,12.9526659
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.11,1.473345,-0.446215,0.8104442322,7.237463667,4.609957929,7.151692057
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.11,1.811675,-0.503005,0.8137462728,7.040262943,3.82256012,7.04974622
COC(=O)/C(=C\c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.11,1.32995,-0.43926,0.8384853709,8.770411165,4.440750094,8.933827752
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.11,1.522535,-0.449525,0.6896372997,9.287136137,5.068636829,9.424313393
CC1=CCCc2ccccc21,C[C@@H]1CCCc2ccccc21,0.11,1.76985,-0.52332,0.6274576034,7.635371486,2.779139755,7.362946393
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@@H]2C,0.11,0.07428,-0.470045,0.7828224003,5.315115969,3.058209448,7.500773112
[H]/C=C(\NC(C)=O)C1=CC=CCC=C1,CC(=O)N[C@@H](C)C1=CC=CCC=C1,0.11,1.690555,-0.485035,0.6780539508,10.15305016,1.909089045,9.845223484
C=C(c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)P(=O)(O)O,0.11,1.493945,-0.445635,0.7844588613,7.280373942,5.490041256,9.921929931
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.11,1.839535,-0.50649,0.7805802739,7.208481869,2.971429084,7.302219966
CCOC(=O)/C(C)=C/CCc1ccccc1,CCOC(=O)C(C)CCCc1ccccc1,0.11,1.77854,-0.52845,0.7406820723,8.814332899,2.338647891,8.131684671
C=C(OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,0.11,1.490515,-0.43864,0.7424815971,9.371274586,2.397623149,9.396687815
C=C(CC(=O)O)C(=O)O,C[C@H](CC(=O)O)C(=O)O,0.11,1.52531,-0.449825,0.7214638464,8.44204625,4.781985686,8.74878014
C=C(NC(C)=O)C(=C)c1ccccc1,C=C(c1ccccc1)[C@H](C)NC(C)=O,0.11,N/A,N/A,0.6592783265,8.540020549,5.110262074,9.417502463
[H]/C=C(/NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.11,1.839535,-0.50649,0.7805802739,7.208481869,2.971429084,7.302219966
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.11,2.03017,-0.58579,0.6915882408,15.76769951,3.838905946,10.64755027
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,0.1,1.68682,-0.51025,0.7120702106,7.306826869,3.409415451,8.881637481
C=C1c2[nH]c3ccccc3c2CCN1C(C)=O,CC(=O)N1CCc2c([nH]c3ccccc23)C1C,0.1,1.502505,-0.45566,0.6850715151,7.250874377,2.38125621,8.202099062
CCOC(=O)/C=C(/C)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.1,1.19265,-0.458995,0.766847978,8.260967639,4.087204673,9.825671082
CC1(C)OB(/C(=C/c2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,0.1,1.522535,-0.449525,0.6896372997,9.287136137,5.068636829,9.424313393
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.1,2.0633,-0.51928,0.7770045192,10.89292481,1.983347089,10.48509163
COP(=O)(/C=C(\NC(C)=O)c1ccc(C)cc1)OC,COP(=O)(CC(NC(C)=O)c1ccc(C)cc1)OC,0.1,1.514145,-0.465045,0.6589172568,5.229702973,2.084324177,6.747879825
C/C(=C\c1ccccc1)CO,CC(CO)Cc1ccccc1,0.1,0.07428,-0.470045,0.7828224003,5.315115969,3.058209448,7.500773112
C=C(NC(C)=O)C(C)(C)C,CC(=O)N[C@H](C)C(C)(C)C,0.1,1.7811,-0.50632,0.7635983507,9.201005815,2.946317469,9.166272113
COC(=O)/C(=C\c1ccc(Cl)c(Cl)c1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)c(Cl)c1)NC(C)=O,0.1,1.77955,-0.499135,0.7293025531,9.818201584,3.5485472,10.15448232
CC(C)OC(=O)/C=C(\CP(=O)(OC(C)C)OC(C)C)c1ccccc1,CC(C)OC(=O)CC(CP(=O)(OC(C)C)OC(C)C)c1ccccc1,0.1,1.52757,-0.445805,0.7597430581,9.212241307,5.008383679,8.910684994
COC(=O)/C(=C\c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,0.1,1.77955,-0.499135,0.7293025531,9.818201584,3.5485472,10.15448232
CC(C)(C)C(=O)NC1=Cc2ccccc2CC1,CC(C)(C)C(=O)NC1CCc2ccccc2C1,0.1,1.36992,-0.635925,0.7083430395,7.942059026,4.052859897,6.300038471
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@H]2C,0.1,0.9768,-0.50633,0.7073297149,9.28705669,3.894413295,12.62198214
C=C(CCCC)OC(=O)C(C)(C)C,CCCC[C@H](C)OC(=O)c1ccccc1,0.1,None,None,None,9.318364193,3.722193847,9.139029261
C/C(=C\CO)c1ccccc1,C[C@@H](CCO)c1ccccc1,0.1,1.45217,-0.454995,0.8871366008,11.6028151,4.051379224,6.665953621
CC(=O)NC1=C(C)CCCC1,CC(=O)N[C@H]1CCCC[C@H]1C,0.1,1.492305,-0.465965,0.7871901789,7.156352717,3.661219762,11.83799555
C/C(=C\C(=O)c1ccccc1)S(=O)(=O)c1ccccc1,C[C@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,0.1,1.522535,-0.449525,0.6896372997,9.287136137,5.068636829,9.424313393
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.1,1.510345,-0.447665,0.7009760529,7.525172216,4.18338692,9.280352609
C/C(=C\c1ccccc1)CO,C[C@H](CO)Cc1ccccc1,0.1,1.37876,-0.38477,0.6823926109,10.19578585,2.062433997,9.22477657
COC(=O)/C(=C\c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.1,1.51438,-0.444635,0.6768600913,7.945448734,4.937135496,8.338488499
C/C(=C\[N+](=O)[O-])c1ccccc1,CC(C[N+](=O)[O-])c1ccccc1,0.1,1.47704,-0.46487,0.6832603429,7.267902927,4.363450227,6.897241857
COC(=O)/C(=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,0.1,1.70033,-0.481895,0.6690330321,12.27709894,2.148979534,7.586413553
C/C=C(/C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.1,1.254995,-0.45992,0.8979453969,8.634228896,3.852739934,9.549976798
CCOC(=O)/C(NC(C)=O)=C(\OC(C)=O)c1ccccc1,CCOC(=O)[C@H](NC(C)=O)[C@@H](OC(C)=O)c1ccccc1,0.1,1.522535,-0.449525,0.6896372997,9.287136137,5.068636829,9.424313393
C=C(OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,0.1,1.51916,-0.43981,0.7997868524,7.499018641,1.762595396,8.345121794
C=C(NC(C)=O)C(C)(C)C,CC(=O)N[C@@H](C)C(C)(C)C,0.1,1.7811,-0.50632,0.7635983507,9.201005815,2.946317469,9.166272113
O=C1/C(=C/c2ccc(C(F)(F)F)cc2)c2ccccc2N1Cc1ccccc1,O=C1C(Cc2ccc(C(F)(F)F)cc2)c2ccccc2N1Cc1ccccc1,0.1,1.58192,-0.51882,0.6669481457,10.62850825,4.081169721,6.774522787
C=C(CO)C(=O)OC,COC(=O)[C@H](C)CO,0.09,1.28702,-0.605645,0.7879123183,7.260907432,4.055877881,8.243434565
C/C=C(/NC(C)=O)c1ccccc1,CC[C@H](NC(C)=O)c1ccccc1,0.09,1.68871,-0.515965,0.6106795099,11.44793481,3.128614742,8.180087908
O=C1OCCC/C1=C\c1ccccc1,O=C1OCCC[C@H]1Cc1ccccc1,0.09,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.09,1.70033,-0.481895,0.6690330321,12.27709894,2.148979534,7.586413553
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,0.09,1.77974,-0.52792,0.7028046962,8.488905518,4.058804269,9.020749179
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,0.09,1.64856,-0.49898,0.720170984,7.717386646,2.002416999,9.572863397
CCOC(=O)/C(C)=C/C1CCCCC1,CCOC(=O)C(C)CC1CCCCC1,0.09,1.88793,-0.53748,0.7502795378,9.147801796,5.472527655,8.586947551
C=C1c2ccccc2CCN1C,C[C@H]1c2ccccc2CCN1C,0.09,0.81232,-0.529945,0.8100773388,6.554921891,2.574370368,7.485238758
COC(=O)/C(=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,0.09,1.70033,-0.481895,0.6690330321,12.27709894,2.148979534,7.586413553
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,0.09,1.63151,-0.51331,0.7045401603,9.67434191,2.13857763,7.601939178
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.09,1.82133,-0.513845,0.9366963287,8.355368562,2.669530486,9.512741399
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.09,1.436355,-0.47944,0.8064491707,10.57323695,2.896848135,6.691731502
COC(=O)/C(=C/C=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccccc1)NC(C)=O,0.09,1.34893,-0.43977,0.8635564201,12.04410379,4.002905846,8.044755584
COC(=O)/C(=C\c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,0.09,1.77955,-0.499135,0.7293025531,9.818201584,3.5485472,10.15448232
CCCCC/C=C(\NC(C)=O)C(=O)OC,CCCCCC[C@H](NC(C)=O)C(=O)OC,0.09,1.522535,-0.449525,0.6896372997,9.287136137,5.068636829,9.424313393
C/C=C(\NC(C)=O)c1ccccc1,CC[C@H](NC(C)=O)c1ccccc1,0.09,1.68871,-0.515965,0.6106795099,11.44793481,3.128614742,8.180087908
COC(=O)/C=C(\NC(C)=O)c1ccccc1,COC(=O)C[C@H](NC(C)=O)c1ccccc1,0.09,1.199185,N/A,0.7635808796,9.330760282,4.456245256,8.104087775
O=c1[nH]c(-c2ccccc2)co1,O=C1N[C@H](c2ccccc2)CO1,0.09,1.522535,-0.449525,0.6896372997,9.287136137,5.068636829,9.424313393
COC(=O)/C(=C\c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.09,1.77955,-0.499135,0.7293025531,9.818201584,3.5485472,10.15448232
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,0.09,1.83535,-0.49834,0.7979815039,7.785932774,3.259864162,8.09286567
CC(=O)N/C(=C\[N+](=O)[O-])c1ccccc1,CC(=O)N[C@@H](C[N+](=O)[O-])c1ccccc1,0.08,N/A,N/A,0.6592783265,8.540020549,5.110262074,9.417502463
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.08,1.39827,-0.49358,0.9031576127,8.236686876,3.80734406,7.180331724
CC(=O)N/C(=C/C#N)c1ccccc1,CC(=O)NC(CC#N)c1ccccc1,0.08,2.446505,N/A,0.8307922568,7.779326691,2.286830807,10.77400164
COC(=O)/C(=C\[N+](=O)[O-])c1ccccc1,COC(=O)C(C[N+](=O)[O-])c1ccccc1,0.08,1.63795,-0.51028,0.7299256895,10.49510216,3.287051392,8.032033043
c1ccc(-c2cc3ccccc3[nH]2)cc1,c1ccc(C2Cc3ccccc3N2)cc1,0.08,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
CC/C(=C\[Si](C)(C)C)c1ccccc1,CCC(C[Si](C)(C)C)c1ccccc1,0.08,1.59461,-0.51057,0.7064503354,10.31279154,3.717932768,7.001384472
COC(=O)/C(C)=C/c1ccccc1,COC(=O)[C@H](C)Cc1ccccc1,0.08,1.46406,-0.474365,0.8352881569,8.119423179,2.550152251,11.01293288
CC(=O)NC(=C(C)C)c1ccccc1,CC(=O)NC(c1ccccc1)C(C)C,0.08,1.898035,-0.50557,0.7077140794,7.532088014,1.52,7.421789945
CC(=O)NC1=Cc2ccccc2CC1,CC(=O)N[C@@H]1CCc2ccccc2C1,0.08,1.822625,-0.515995,0.6352555442,7.176668595,2.326696417,8.960295683
COc1cccc2c1CC(NC(C)=O)CO2,COc1cccc2c1C=C(NC(C)=O)CO2,0.08,1.4986,-0.567535,0.8098909802,9.287136137,5.068636829,9.424313393
C=C(c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,0.08,1.77498,-0.528315,0.9104430675,12.85267729,4.088056078,8.258743719
COC(=O)/C(=C\[N+](=O)[O-])c1ccccc1,COC(=O)C(C[N+](=O)[O-])c1ccccc1,0.08,1.507975,-0.44973,0.7178589732,7.461967302,4.35260055,10.47909674
C=C(CC(=O)OC)C(=O)OC,COC(=O)CC(C)C(=O)OC,0.08,1.32995,-0.43926,0.8384853709,8.770411165,4.440750094,8.933827752
CC(=O)NC1=Cc2ccccc2CC1,CC(=O)N[C@H]1CCc2ccccc2C1,0.08,1.822625,-0.515995,0.6352555442,7.176668595,2.326696417,8.960295683
CCOC(=O)/C=C(\C)Oc1ccccc1Br,CCOC(=O)C[C@H](C)Oc1ccccc1Br,0.08,0.55363,-0.47785,0.7790952292,8.61416019,3.93723704,8.264171568
CC(=O)NC1=Cc2ccccc2CC1,CC(=O)N[C@H]1CCc2ccccc2C1,0.08,1.67949,-0.482725,0.7296286806,8.358319243,5.65127058,8.381207717
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.08,0.4305625,-0.42419,0.9231736862,8.810067982,2.343932269,8.768444356
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.08,1.67449,-0.48271,0.8238911666,7.256942691,2.008419876,11.42775528
CC/C(=C\[Si](C)(C)C)C1CCCCC1,CCC(C[Si](C)(C)C)C1CCCCC1,0.08,1.64745,-0.53203,0.703736489,7.200752104,3.298101582,6.736800459
CC(=O)N/C(=C\c1ccccc1)C(F)(F)F,CC(=O)N[C@@H](Cc1ccccc1)C(F)(F)F,0.08,1.34893,-0.43977,0.8635564201,12.04410379,4.002905846,8.044755584
N/C(=C\C(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,0.08,1.5113,-0.486505,0.7018146664,8.322292353,3.59271854,8.985237408
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.08,0.40527,-0.41086,0.8127678904,11.93401456,4.420738491,8.039112875
C/C=C(\OC(=O)N(CC)CC)c1ccccc1,CC[C@H](OC(=O)N(CC)CC)c1ccccc1,0.08,1.498935,-0.44076,0.732086284,7.661558377,2.603180086,8.383585019
CCOC(=O)/C(C)=C/c1ccccc1,CCOC(=O)[C@H](C)Cc1ccccc1,0.08,1.76849,-0.51666,0.7691541651,7.90273993,2.936941069,8.689985561
[H]/C=C(/NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.07,1.710095,-0.531005,0.7616415859,6.790048933,1.52,8.379141442
C=C(NC(C)=O)C(=O)O,CC(=O)N[C@@H](C)C(=O)O,0.07,1.48127,N/A,0.5803613026,7.020276446,2.28688156,5.180652316
CC(=O)NC1=C(c2ccccc2)CCCC1,CC(=O)N[C@H]1CCCC[C@H]1c1ccccc1,0.07,1.388375,-0.62483,0.7170203597,9.283497453,3.534725792,6.938908946
C=C(CO)C(=O)OC,COC(=O)[C@@H](C)CO,0.07,1.50159,-0.466955,0.5762090011,7.444722156,4.302008008,7.690881494
