Reactant,product,ee,nbo_charge,bond_energy,Vbur,L,B1,B5
CC(C)(C)OC(=O)N1CCCC/C(=C\c2ccco2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccco2)C1=O,0.97,1.61309,-0.50272,0.7225994689,8.592068272,3.756354471,8.590971106
COC(=O)/C(=C/c1ccccc1Cl)NC(C)=O,COC(=O)[C@H](Cc1ccccc1Cl)NC(C)=O,0.97,1.74199,-0.48651,0.7931187104,5.929083694,1.850314601,7.08137478
COC(=O)C1=COc2ccc(F)cc2O1,COC(=O)[C@H]1COc2ccc(F)cc2O1,0.97,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.97,1.72933,-0.52198,0.63675806,7.232839438,2.454800589,7.346484164
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.97,0.51843,-0.56952,0.7478801714,7.992626675,3.766216669,9.635644323
COC(=O)/C=C(\C#N)c1cccc(F)c1,COC(=O)C[C@@H](C#N)c1cccc(F)c1,0.97,1.528125,-0.45837,0.7880812057,14.24420014,5.070952163,10.5921224
C=C(CC)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.97,1.98507,-0.55607,0.7494583955,8.257910753,2.7509865,9.473534657
C=C(NC(C)=O)c1ccc(Cl)c(Cl)c1,CC(=O)N[C@@H](C)c1ccc(Cl)c(Cl)c1,0.97,1.52398,-0.46663,0.6159208442,7.273210202,3.818252061,8.054089958
CC(=O)NC1=Cc2ccccc2CC1,CC(=O)N[C@@H]1CCc2ccccc2C1,0.97,1.99041,-0.55722,0.8038226798,11.07896079,2.963181601,8.805621201
COCCCOc1cc(/C=C(/C(=O)OC(C)C)C(C)C)ccc1OC,COCCCOc1cc(CC(C(=O)OC(C)C)C(C)C)ccc1OC,0.97,1.53178,-0.50355,0.7277418002,8.138152402,3.939549337,9.672932634
COC(=O)/C(NC(=O)OC(C)(C)C)=C(/c1ccc(Cl)cc1)c1cc(F)cc(F)c1,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](c1ccc(Cl)cc1)c1cc(F)cc(F)c1,0.97,1.51697,-0.4542,0.707958675,10.03205573,3.561434765,7.662696436
C/C(=C\c1ccccc1)C(=O)OC(C)C,CC(C)OC(=O)[C@@H](C)Cc1ccccc1,0.97,1.6074,-0.51205,0.8169027208,9.834352769,3.772378131,7.824580039
COC(=O)/C(=C/c1ccc(OC)cc1)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1ccc(OC)cc1,0.97,1.514145,-0.465045,0.6589172568,5.229702973,2.084324177,6.747879825
O=C(O)/C(=C/c1cccs1)CC(=O)N1CCOCC1,O=C(O)C(CC(=O)N1CCOCC1)Cc1cccs1,0.97,1.50298,-0.466935,0.6631277954,10.91236827,2.953430612,9.219085703
C=C(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.97,1.52893,-0.50022,0.7852683563,13.17025568,4.582294966,9.675665236
C/C(=C\CS(=O)(=O)Cc1ccccc1)c1ccccc1,CC(CCS(=O)(=O)Cc1ccccc1)c1ccccc1,0.97,1.73241,-0.51415,0.7355339173,7.241389414,3.331181735,9.827895603
CC(C)C(=O)C1=C(c2c(OCc3ccccc3)cccc2OCc2ccccc2)CCC1,CC(C)C(=O)[C@H]1CCC[C@H]1c1c(OCc2ccccc2)cccc1OCc1ccccc1,0.96,1.499365,-0.445305,0.7676458256,9.061552122,4.172768951,9.072296847
CCOC(=O)/C=C(\NC(C)=O)c1ccc(OC)c(OC)c1,CCOC(=O)C[C@H](NC(C)=O)c1ccc(OC)c(OC)c1,0.96,1.52527,-0.468885,0.6591618524,7.26422468,3.417781681,6.960463413
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.96,1.44763,-0.50003,0.9411048733,9.418399247,4.614345146,10.12769013
C=C(NC(C)=O)C(C)(C)C,CC(=O)NC(C)C(C)(C)C,0.96,1.5405,-0.493865,0.600418142,6.971185436,3.986657284,6.87204384
O=C(/C=C1/CCc2ccccc2N1)c1ccccc1,O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,0.96,1.50198,-0.48822,0.698134085,8.339167492,5.111307803,9.501141281
OCC1=C(F)CN(Cc2ccccc2)CC1,OC[C@@H]1CCN(Cc2ccccc2)C[C@@H]1F,0.96,1.4986,-0.567535,0.8098909802,9.287136137,5.068636829,9.424313393
COC(COC(=O)/C(=C/c1cc2c(c(C)c1OCc1ccccc1)OCO2)NC(=O)OCc1ccccc1)OC,COC(COC(=O)[C@H](Cc1cc2c(c(C)c1OCc1ccccc1)OCO2)NC(=O)OCc1ccccc1)OC,0.96,1.49702,-0.44915,0.7204738166,8.994779035,4.728886142,8.051526489
CC(=O)NC1=CCCC(c2cccc(F)c2)=C1,CC(=O)N[C@H]1C=C(c2cccc(F)c2)CCC1,0.96,1.507525,-0.47039,0.6566751305,6.456242214,2.912549285,8.454253188
C/C(=C\C(=O)n1cccn1)c1ccccc1,C[C@H](CC(=O)n1cccn1)c1ccccc1,0.96,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
C=C(C(=O)O)c1ccc(F)cc1,C[C@H](C(=O)O)c1ccc(F)cc1,0.96,1.43586,-0.443075,0.7762940272,7.705145991,3.060753232,9.822334834
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@@H]2C,0.96,1.59095,-0.51565,0.7576407007,10.1230802,3.83972494,6.692059895
CCOC(=O)/C=C(\NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,0.96,1.65129,-0.479135,0.7362444092,9.480056251,1.87275423,9.75610466
CCCC/C=C(\C)C(=O)O,CCCCC[C@H](C)C(=O)O,0.96,1.470265,-0.552525,0.8471976332,9.477024739,5.662143053,11.07927135
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C)cc1,Cc1ccc([C@@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,0.96,1.68682,-0.51025,0.7120702106,7.306826869,3.409415451,8.881637481
O=S1(=O)C=C(c2ccccc2)c2ccccc21,O=S1(=O)CC(c2ccccc2)c2ccccc21,0.96,1.77896,-0.52884,0.7395872158,8.410807306,3.663996786,8.725581657
Cc1cccc2c3c([nH]c12)CCCC3,Cc1cccc2c1N[C@@H]1CCCC[C@H]21,0.96,1.03333,-0.569775,0.627603196,6.456242214,2.912549285,8.454253188
C=C1c2ccccc2CCN1C(C)=O,CC(=O)N1CCc2ccccc2[C@@H]1C,0.96,1.537375,-0.486425,0.6015304696,11.35961217,4.291593426,7.212325788
COC(=O)/C=C(\NC(C)=O)c1ccccc1C,COC(=O)CC(NC(C)=O)c1ccccc1C,0.96,1.55872,-0.469515,0.6747053205,10.24802579,4.176941542,8.232280416
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.96,1.575763333,-0.484175,0.6416616195,10.02995236,4.823767192,11.91867663
C=C(c1ccccc1)S(=O)(=O)c1ccc2ccccc2c1,C[C@H](c1ccccc1)S(=O)(=O)c1ccc2ccccc2c1,0.96,1.47873,-0.426445,0.7323017611,11.85567912,3.604984491,11.99494478
COc1ccc(C(C)=C(C)C)cc1,COc1ccc(C(C)C(C)C)cc1,0.96,1.79557,-0.53051,0.7524110138,9.650147063,3.714032196,7.145508065
C/C(=C\S(=O)(=O)Cc1ccccc1)c1ccc(Cl)cc1,CC(CS(=O)(=O)Cc1ccccc1)c1ccc(Cl)cc1,0.96,1.73241,-0.51415,0.7355339173,7.241389414,3.331181735,9.827895603
COC(=O)/C=C(\C(=O)OC)c1ccccc1,COC(=O)C[C@H](C(=O)OC)c1ccccc1,0.96,1.78728,-0.53115,0.7317950988,9.101365678,3.791949251,9.440015492
C=C(COc1ccccc1)C(=O)O,C[C@H](COc1ccccc1)C(=O)O,0.96,1.52893,-0.50022,0.7852683563,13.17025568,4.582294966,9.675665236
Cc1ccc(C2=CCCCS(=O)(=O)C2)cc1,Cc1ccc([C@H]2CCCCS(=O)(=O)C2)cc1,0.96,1.73241,-0.51415,0.7355339173,7.241389414,3.331181735,9.827895603
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.96,1.76922,-0.48795,0.9702408684,9.84364952,2.12466893,12.1395446
COC(=O)/C(=C/c1ccc([N+](=O)[O-])cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(C)=O,0.96,1.65354,-0.470445,0.6219658498,7.600622866,3.504381301,5.496098348
CC(=O)N/C(=C\[N+](=O)[O-])c1ccccc1,CC(=O)N[C@H](C[N+](=O)[O-])c1ccccc1,0.96,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
CC(C)/C(=C\C(=O)c1ccc(Cl)cc1)c1ccccc1,CC(C)C(CC(=O)c1ccc(Cl)cc1)c1ccccc1,0.96,1.52413,-0.48903,0.8502841968,9.315404388,3.205769201,9.565996581
CCOC(=O)/C=C(\Sc1ccccc1)c1ccc2ccccc2c1,CCOC(=O)C[C@@H](Sc1ccccc1)c1ccc2ccccc2c1,0.96,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
NC(=O)C1=COc2ccccc2O1,NC(=O)[C@H]1COc2ccccc2O1,0.96,1.528125,-0.45837,0.7880812057,14.24420014,5.070952163,10.5921224
CCOC(=O)/C=C(\C)c1ccc(Cl)cc1,CCOC(=O)C[C@H](C)c1ccc(Cl)cc1,0.96,1.99717,-0.56493,0.7168805908,8.722960132,2.71239566,10.36470903
C/C(=C\c1ccccc1)CO,CC(CO)[C@H](C)c1ccccc1,0.96,1.98507,-0.55607,0.7494583955,8.257910753,2.7509865,9.473534657
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,0.96,1.84611,-0.53959,0.8251549105,7.126172698,1.52,8.46638369
C=C(c1ccc(N(C)C)cc1)C(C)C,CC(C)[C@@H](C)c1ccc(N(C)C)cc1,0.96,1.14391,N/A,0.7851577059,11.042362,3.753059063,9.407755536
COC(=O)/C=C(\C#N)c1ccc(Br)cc1,COC(=O)C[C@@H](C#N)c1ccc(Br)cc1,0.96,1.528125,-0.45837,0.7880812057,14.24420014,5.070952163,10.5921224
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.96,1.832445,-0.49552,0.7999848584,7.202902086,2.271769221,10.51796
Cc1cc(C)cc(C2=CC(=O)N(C(=O)OC(C)(C)C)CCC2)c1,Cc1cc(C)cc([C@@H]2CCCN(C(=O)OC(C)(C)C)C(=O)C2)c1,0.96,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
C=C(NC(C)=O)C(=O)O,CC(=O)N[C@@H](C)C(=O)O,0.96,1.53904,-0.454115,0.7155760809,10.10353845,4.488497481,10.05844771
COC(=O)/C(=C/c1cc(F)cc(F)c1)NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)OC(C)(C)C,0.96,1.65354,-0.470445,0.6219658498,7.600622866,3.504381301,5.496098348
C=C(Cc1ccccc1)C(=C)NC(C)=O,C=C(Cc1ccccc1)[C@@H](C)NC(C)=O,0.96,1.530035,-0.471975,0.6396058517,6.503487815,2.939213083,9.048513328
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.96,1.81587,-0.48765,0.7035326593,9.561842494,2.778927149,8.838644741
CC(C)=CCC/C(C)=C/CO,CC(C)=CCC[C@@H](C)CCO,0.96,1.495,-0.558755,0.8077070909,9.45776419,5.442196537,10.35360863
CCOC(=O)/C=C(\Sc1ccccc1)c1ccc(C(C)(C)C)cc1,CCOC(=O)C[C@H](Sc1ccccc1)c1ccc(C(C)(C)C)cc1,0.96,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.96,1.41525,-0.47113,0.7924606318,10.44617522,4.18081611,7.655332452
O=C1C=C(c2ccc(C(F)(F)F)cc2)CN1,O=C1C[C@H](c2ccc(C(F)(F)F)cc2)CN1,0.96,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
C/C=C(\C)CCc1ccc(OC)cc1,CCC(C)CCc1ccc(OC)cc1,0.96,1.513185,-0.485865,0.9514011834,8.777399688,3.685877602,8.721479424
CC/C=C(\OC(=O)c1ccccc1)P(=O)(OC)OC,CCC[C@H](OC(=O)c1ccccc1)P(=O)(OC)OC,0.96,1.70358,-0.49462,0.6540894055,8.471132351,4.439456936,8.18975465
COC(=O)/C(=C/Sc1ccccc1)NC(C)=O,COC(=O)[C@@H](CSc1ccccc1)NC(C)=O,0.96,1.575763333,-0.484175,0.6416616195,10.02995236,4.823767192,11.91867663
CCOC(=O)/C=C(\C)[C@H]1COC(C)(C)O1,CCOC(=O)C[C@H](C)[C@H]1COC(C)(C)O1,0.96,0.51757,-0.467525,0.7524226612,11.52648346,1.927880792,9.380809004
COc1ccccc1/C=C1/COc2ccccc2N1C(C)=O,COc1ccccc1C[C@@H]1COc2ccccc2N1C(C)=O,0.96,1.51926,-0.47094,0.6129158125,7.250749961,3.534201084,7.369793486
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.96,1.64386,-0.5161,0.6311381849,8.027852215,2.754655321,9.283667176
CC/C=C(\C)CCC(=O)OCC,CCC[C@@H](C)CCC(=O)OCC,0.96,1.40353,-0.48482,0.9350307492,7.218998555,4.365258736,8.220619852
CC(C)=CCC/C(C)=C\CO,CC(C)=CCC[C@H](C)CCO,0.96,1.495,-0.558755,0.8077070909,9.45776419,5.442196537,10.35360863
Cc1cc2ccccc2[nH]1,C[C@@H]1Cc2ccccc2N1,0.96,0.019815,-0.538795,0.687913483,7.32860583,4.312569149,7.760747757
CC(C)Cc1cc2ccccc2s1,CC(C)C[C@@H]1Cc2ccccc2S1,0.96,0.46407,-0.71763,0.8602077898,9.743310519,2.031113484,10.90013675
COC(=O)/C=C(\C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,0.96,1.7298,-0.49771,0.7886635762,7.337945485,3.004180735,8.061812764
O=C(/C=C1/CCc2ccccc2N1)c1ccccc1,O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,0.96,1.509145,-0.48606,0.6983204435,8.252293229,5.086992765,9.468504281
COCO/C=C(\NC(C)=O)c1ccc(F)cc1F,COCOC[C@@H](NC(C)=O)c1ccc(F)cc1F,0.96,1.487465,-0.49276,0.6965442136,12.01538448,2.533127005,7.23805829
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,0.96,1.28326,-0.4854,0.6366474096,9.28279786,2.541042532,11.96852055
COC(=O)/C(NC(C)=O)=C(\c1ccccc1)c1ccc2ccccc2c1,COC(=O)[C@@H](NC(C)=O)[C@H](c1ccccc1)c1ccc2ccccc2c1,0.96,1.519625,-0.456385,0.717369782,9.380290979,2.767933084,10.67416246
C=C1c2[nH]c3ccccc3c2CCN1C(C)=O,CC(=O)N1CCc2c([nH]c3ccccc23)C1C,0.96,1.51135,-0.46926,0.6198926109,8.224496183,3.492485141,7.073060936
COC(=O)/C=C(\C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,0.96,1.830305,-0.53157,0.9391539322,9.409278887,2.585905053,9.897370272
COc1ccc(/C(C)=C/c2ccccc2)cc1,COc1ccc([C@H](C)Cc2ccccc2)cc1,0.96,1.96817,-0.56573,0.7436463381,9.275610309,4.334573927,7.967483123
CCC/C(=C\c1ccccc1)C(=O)OCC,CCC[C@@H](Cc1ccccc1)C(=O)OCC,0.96,1.72788,-0.50478,0.7819022549,7.225914716,4.970599518,6.733345385
CCC/C=C(\C)C(=O)O,CCCC[C@H](C)C(=O)O,0.96,1.470265,-0.552525,0.8471976332,9.477024739,5.662143053,11.07927135
C/C=C(\C)CCc1ccc(OC)cc1,CC[C@H](C)CCc1ccc(OC)cc1,0.96,1.6017,-0.51496,0.7797358367,8.152003002,4.271356091,8.767821181
CCCC/C(=C/C(=O)OC)C(=O)OC,CCCCC(CC(=O)OC)C(=O)OC,0.96,1.78728,-0.53115,0.7317950988,9.101365678,3.791949251,9.440015492
C/C(=C\[N+](=O)[O-])c1cccs1,CC(C[N+](=O)[O-])c1cccs1,0.96,1.519625,-0.456385,0.717369782,9.380290979,2.767933084,10.67416246
COC(=O)/C(=C/c1ccc(OC)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(C)=O,0.96,1.52271,-0.45396,0.8709408777,7.419872595,3.617960977,8.924381932
CC(=O)N/C(C)=C\C(=O)c1ccc(C)cc1,CC(=O)NC(C)CC(=O)c1ccc(C)cc1,0.96,1.51086,-0.46298,0.6605245993,6.625782748,2.900817768,8.105061926
COc1ccc(C2=CC(=O)NC2)cc1OC1CCCC1,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,0.96,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
COCO/C(=C(\NC(C)=O)c1ccc(C)cc1)c1ccc(C)cc1,COCO[C@@H](c1ccc(C)cc1)[C@H](NC(C)=O)c1ccc(C)cc1,0.96,1.53389,-0.448235,0.6860964871,9.330760282,4.456245256,8.104087775
CC(C)OC(=O)/C=C(\C#N)c1ccccc1,CC(C)OC(=O)C[C@@H](C#N)c1ccccc1,0.96,1.528125,-0.45837,0.7880812057,14.24420014,5.070952163,10.5921224
COC(=O)/C(=C/c1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,0.96,1.82699,-0.49398,0.7891178252,13.00741612,3.988282835,9.473411573
COC(=O)/C(=C/c1ccccc1Cl)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(C)=O,0.96,1.82068,-0.5008,0.9049513138,7.842449457,3.317517698,10.80618964
C/C(=C\c1ccccc1)CO,C[C@H](CO)Cc1ccccc1,0.96,1.9853,-0.56383,0.6664181886,8.662977743,2.744432386,9.624737203
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,0.96,1.68518,-0.51629,0.7237001491,8.767816981,3.93387997,7.158359717
CC(C)=C(C)c1cc(C)sc1C,Cc1cc([C@H](C)C(C)C)c(C)s1,0.96,1.68516,-0.52708,0.6946107436,9.816316578,3.520779838,6.36105845
c1ccc2[nH]c(Cc3cccc4ccccc34)cc2c1,c1ccc2c(c1)C[C@@H](Cc1cccc3ccccc13)N2,0.96,1.03333,-0.569775,0.627603196,6.456242214,2.912549285,8.454253188
COC(=O)NC1=CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,COC(=O)N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.96,1.479445,-0.432395,0.7693172288,9.37401324,5.220302929,10.13561611
COC(=O)/C=C1\CCCN1C(C)=O,COC(=O)C[C@H]1CCCN1C(C)=O,0.96,1.514615,-0.465805,0.6775997018,8.158731526,5.009206142,9.527718431
COC(=O)/C(=C/c1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,0.96,1.58237,-0.485315,0.6287504659,11.12603588,4.473877416,11.34460671
COC/C=C(\NC(C)=O)C(=O)OC,COCC[C@@H](NC(C)=O)C(=O)OC,0.96,1.575763333,-0.484175,0.6416616195,10.02995236,4.823767192,11.91867663
COc1ccc(/C=C(\C)C(=O)O)cc1,COc1ccc(C[C@@H](C)C(=O)O)cc1,0.96,1.59432,-0.49608,0.7587472046,11.25896452,5.129962158,8.04876496
CC(C)N1CCC=C1c1ccccc1,CC(C)N1CCC[C@H]1c1ccccc1,0.96,1.71585,-0.50503,0.9448495155,8.220102946,5.003446929,7.532277914
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,0.96,1.86508,-0.50262,0.7101658591,11.18759477,4.900067833,9.215528706
COC(=O)/C(=C/c1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1Cl)NC(C)=O,0.96,1.82068,-0.5008,0.9049513138,7.842449457,3.317517698,10.80618964
COc1ccc(/C(=C\[N+](=O)[O-])C(=O)OCc2ccccc2)cc1,COc1ccc(C(C[N+](=O)[O-])C(=O)OCc2ccccc2)cc1,0.96,1.60626,-0.52864,0.6458430395,7.724054854,1.907201341,5.432426552
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.96,1.82996,-0.51423,0.8450545099,11.93086793,3.959177562,10.27581412
C=C(NC(C)=O)c1ccc(Br)cc1,CC(=O)N[C@@H](C)c1ccc(Br)cc1,0.96,2.446505,N/A,0.8307922568,7.779326691,2.286830807,10.77400164
COC(=O)C(NC(C)=O)=C(C)C,COC(=O)[C@H](NC(C)=O)C(C)C,0.96,1.529065,-0.476265,0.6247845229,7.828184013,3.067779244,4.972646629
CC(=O)N/C(C)=C\C(=O)c1ccc(F)cc1,CC(=O)N[C@@H](C)CC(=O)c1ccc(F)cc1,0.96,1.65354,-0.470445,0.6219658498,7.600622866,3.504381301,5.496098348
O=S1(=O)NC(CCc2ccccc2)=Cc2ccccc21,O=S1(=O)NC(CCc2ccccc2)Cc2ccccc21,0.96,0.96231,-0.44382,0.7382361163,12.91026183,4.556722923,7.915490986
O=C(/C=C1/CCc2cc(F)ccc2N1)c1ccccc1,O=C(C[C@H]1CCc2cc(F)ccc2N1)c1ccccc1,0.96,1.509145,-0.48606,0.6983204435,8.252293229,5.086992765,9.468504281
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@@H]2C,0.96,1.97668,-0.55447,0.7259539228,12.16518844,3.829336008,8.146099733
C=C(C(=O)O)c1ccc(Cl)cc1,C[C@H](C(=O)O)c1ccc(Cl)cc1,0.96,1.43586,-0.443075,0.7762940272,7.705145991,3.060753232,9.822334834
C=C(NC(C)=O)c1ccc(C)cc1,CC(=O)NC(C)c1ccc(C)cc1,0.96,1.53617,-0.470085,0.6867021524,8.338912212,3.994718242,9.868684879
COC(=O)/C=C(\CP(=O)(OC)OC)c1ccc(Cl)cc1,COC(=O)C[C@H](CP(=O)(OC)OC)c1ccc(Cl)cc1,0.96,1.566355,-0.44918,0.7153140142,9.952901334,3.221543361,10.24926185
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,0.96,1.505515,-0.448125,0.6953561778,10.23004294,2.00129216,7.710064369
COC(=O)/C(NC(C)=O)=C(/c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,0.96,1.53263,-0.465515,0.7062989191,9.661682921,4.512528291,9.547377878
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@H]2C,0.96,1.77219,-0.52129,0.7561964219,7.82227785,3.883849238,7.906914588
C=C(NC(C)=O)c1ccc(Cl)c(Cl)c1,CC(=O)N[C@@H](C)c1ccc(Cl)c(Cl)c1,0.96,1.532035,-0.4655,0.6448005963,8.337692894,3.489708362,6.976480209
CCOC(=O)/C(=C/c1ccccc1)CC,CCOC(=O)[C@@H](CC)Cc1ccccc1,0.96,1.72788,-0.50478,0.7819022549,7.225914716,4.970599518,6.733345385
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.96,1.545475,-0.466405,0.7159837402,9.136250101,4.456093807,10.40811378
COC(=O)/C(NC(C)=O)=C(\c1ccccc1)c1ccc(Cl)cc1,COC(=O)[C@@H](NC(C)=O)[C@H](c1ccccc1)c1ccc(Cl)cc1,0.96,1.519625,-0.456385,0.717369782,9.380290979,2.767933084,10.67416246
O=S1(=O)CCCC=C(c2ccccc2)C1,O=S1(=O)CCCC[C@@H](c2ccccc2)C1,0.96,1.61033,-0.50949,0.6795564666,11.81584308,3.360911318,6.731903807
C=C(c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,0.96,1.99518,-0.55999,0.7417012206,13.27170294,4.554206464,11.27739167
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,0.96,1.838975,-0.52632,0.7406995434,13.19125949,2.273841548,9.949064703
CC(=O)/C=C(\C)c1ccccc1,CC(=O)C[C@@H](C)c1ccccc1,0.96,1.46182,-0.448615,0.8975785035,12.40020991,3.985988086,7.984647468
C=C(CC(=O)O)CC(C)C,CC(C)C[C@@H](C)CC(=O)O,0.96,1.336895,-0.293755,0.9756452665,7.261757811,4.954029899,6.737662472
C/C(NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)=C(\Cc1ccc(Cl)cc1)c1cccc(C(N)=O)c1,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C(N)=O)c1,0.96,1.50882,-0.446245,0.7959024413,7.527925486,4.208869944,10.02315281
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.96,1.607745,-0.448335,0.8130299571,7.530845708,1.706814164,8.285442072
C/C(=C\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,CC(CC(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,0.96,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
Clc1ccc(C2=CCc3ccccc32)cc1,Clc1ccc([C@@H]2CCc3ccccc32)cc1,0.96,1.150183333,N/A,0.8029665952,11.042362,3.753059063,9.407755536
Cc1ccc(S(=O)(=O)N2CC=C(c3ccccc3)CCC2)cc1,Cc1ccc(S(=O)(=O)N2CCCC(c3ccccc3)CC2)cc1,0.96,1.69298,-0.5145,0.6905807398,8.36477452,2.634392033,7.862790535
[H]/C=C(\OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C)cc1,Cc1ccc([C@@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,0.96,1.70355,-0.51571,0.7171892471,7.316807787,3.71579749,8.209085134
C(=C1\CCc2ccccc21)\c1ccccc1,c1ccc(C[C@H]2CCc3ccccc32)cc1,0.96,2.00802,-0.55961,0.765426994,9.306921859,3.675390724,9.138380055
Cc1ccc(/C=C(\C2CC(C)(C)C(C)(C)C2)C(C)(C)C)cc1,Cc1ccc(CC(C2CC(C)(C)C(C)(C)C2)C(C)(C)C)cc1,0.96,1.77854,-0.52845,0.7406820723,8.814332899,2.338647891,8.131684671
O=S1(=O)NC(CCc2ccccc2)=Cc2ccccc21,O=S1(=O)NC(CCc2ccccc2)Cc2ccccc21,0.96,0.961135,-0.45959,0.7767948658,13.86339341,4.187290733,7.93197769
COC(=O)/C(=C/c1ccc([N+](=O)[O-])cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(C)=O,0.96,1.82699,-0.49398,0.7891178252,13.00741612,3.988282835,9.473411573
C/C=C1/c2ccccc2CCN1CC,CC[C@@H]1c2ccccc2CCN1CC,0.96,1.689575,-0.509415,0.9551865915,7.224765389,3.205787802,8.122069846
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.96,1.830305,-0.53157,0.9391539322,9.409278887,2.585905053,9.897370272
